Shooter,Goalie,Shooter_Year,Goalie_Year
Brady Skjei,Joel Hofer,2021,2021
Sebastian Aho,Joel Hofer,2021,2021
Pavel Buchnevich,Alex Lyon,2021,2021
Vladimir Tarasenko,Alex Lyon,2021,2021
Brendan Smith,Joel Hofer,2021,2021
Jakub Voracek,Igor Shesterkin,2021,2021
Artemi Panarin,Elvis Merzlikins,2021,2021
Eric Robinson,Igor Shesterkin,2021,2021
Chris Kreider,Elvis Merzlikins,2021,2021
Artemi Panarin,Elvis Merzlikins,2021,2021
Jacob Trouba,Elvis Merzlikins,2021,2021
Chris Kreider,Elvis Merzlikins,2021,2021
Alexandre Texier,Igor Shesterkin,2021,2021
Matt Duchene,Karel Vejmelka,2021,2021
Roman Josi,Karel Vejmelka,2021,2021
Mikael Granlund,Karel Vejmelka,2021,2021
Roman Josi,Karel Vejmelka,2021,2021
Jakob Chychrun,Juuse Saros,2021,2021
Luke Glendening,Martin Jones,2021,2021
Roope Hintz,Martin Jones,2021,2021
James van Riemsdyk,Anton Khudobin,2021,2021
Tyler Seguin,Martin Jones,2021,2021
Joe Pavelski,Martin Jones,2021,2021
Ivan Provorov,Anton Khudobin,2021,2021
Kyle Connor,Cal Petersen,2021,2021
Carl Grundstrom,Connor Hellebuyck,2021,2021
Brendan Lemieux,Connor Hellebuyck,2021,2021
Dylan DeMelo,Cal Petersen,2021,2021
Mark Scheifele,Cal Petersen,2021,2021
Logan Couture,Darcy Kuemper,2021,2021
Devon Toews,Adin Hill,2021,2021
Nazem Kadri,Adin Hill,2021,2021
Alex Newhook,Adin Hill,2021,2021
Logan O'Connor,Adin Hill,2021,2021
Alexander Barabanov,Darcy Kuemper,2021,2021
Andre Burakovsky,Adin Hill,2021,2021
J.T. Miller,Robin Lehner,2021,2021
Tanner Pearson,Robin Lehner,2021,2021
Evgenii Dadonov,Thatcher Demko,2021,2021
Reilly Smith,Thatcher Demko,2021,2021
Brayden McNabb,Thatcher Demko,2021,2021
Nils Hoglander,Robin Lehner,2021,2021
Jake Leschyshyn,Thatcher Demko,2021,2021
Nils Hoglander,Robin Lehner,2021,2021
Jonathan Marchessault,Thatcher Demko,2021,2021
Evgenii Dadonov,Thatcher Demko,2021,2021
Jonathan Marchessault,Thatcher Demko,2021,2021
Rem Pitlick,Philipp Grubauer,2021,2021
Rem Pitlick,Philipp Grubauer,2021,2021
Rem Pitlick,Philipp Grubauer,2021,2021
Marcus Johansson,Cam Talbot,2021,2021
Alexander Wennberg,Cam Talbot,2021,2021
Joel Armia,Jeremy Swayman,2021,2021
Charlie McAvoy,Samuel Montembeault,2021,2021
Michael Pezzetta,Jeremy Swayman,2021,2021
Charlie McAvoy,Samuel Montembeault,2021,2021
Charlie Coyle,Samuel Montembeault,2021,2021
Charlie Coyle,Samuel Montembeault,2021,2021
Andrew Mangiapane,Anton Forsberg,2021,2021
Elias Lindholm,Anton Forsberg,2021,2021
Matthew Tkachuk,Anton Forsberg,2021,2021
Nikita Zadorov,Anton Forsberg,2021,2021
Jesper Bratt,Alexandar Georgiev,2021,2021
Adam Fox,Mackenzie Blackwood,2021,2021
Alexis Lafrenière,Mackenzie Blackwood,2021,2021
Dougie Hamilton,Alexandar Georgiev,2021,2021
Kaapo Kakko,Mackenzie Blackwood,2021,2021
Pavel Zacha,Alexandar Georgiev,2021,2021
Jesper Bratt,Alexandar Georgiev,2021,2021
Kaapo Kakko,Jonathan Bernier,2021,2021
Dougie Hamilton,Alexandar Georgiev,2021,2021
Artemi Panarin,Jonathan Bernier,2021,2021
Andreas Johnsson,Alexandar Georgiev,2021,2021
Ryan Strome,Jonathan Bernier,2021,2021
Chris Kreider,Jonathan Bernier,2021,2021
Martin Fehérváry,Tristan Jarry,2021,2021
Garnet Hathaway,Tristan Jarry,2021,2021
Jake Guentzel,Vitek Vanecek,2021,2021
Daniel Sprong,Tristan Jarry,2021,2021
Conor Sheary,Tristan Jarry,2021,2021
Evgeny Kuznetsov,Tristan Jarry,2021,2021
Tom Wilson,Tristan Jarry,2021,2021
Jordan Kyrou,Mikko Koskinen,2021,2021
Connor McDavid,Jordan Binnington,2021,2021
Leon Draisaitl,Jordan Binnington,2021,2021
Robert Bortuzzo,Mikko Koskinen,2021,2021
Ryan Nugent-Hopkins,Jordan Binnington,2021,2021
Ryan McLeod,Jordan Binnington,2021,2021
Ivan Barbashev,Mikko Koskinen,2021,2021
Vladimir Tarasenko,Mikko Koskinen,2021,2021
Kailer Yamamoto,Jordan Binnington,2021,2021
Nils Hoglander,John Gibson,2021,2021
Trevor Zegras,Jaroslav Halak,2021,2021
Trevor Zegras,Jaroslav Halak,2021,2021
Sonny Milano,Jaroslav Halak,2021,2021
Sam Steel,Jaroslav Halak,2021,2021
Mathew Barzal,Andrei Vasilevskiy,2021,2021
Mathieu Joseph,Semyon Varlamov,2021,2021
Anthony Cirelli,Semyon Varlamov,2021,2021
Brayden Point,Semyon Varlamov,2021,2021
Steven Stamkos,Semyon Varlamov,2021,2021
Dylan Larkin,Elvis Merzlikins,2021,2021
Michael Rasmussen,Elvis Merzlikins,2021,2021
Boone Jenner,Thomas Greiss,2021,2021
Adam Boqvist,Thomas Greiss,2021,2021
Lucas Raymond,Elvis Merzlikins,2021,2021
Egor Chinakhov,Thomas Greiss,2021,2021
Zach Werenski,Thomas Greiss,2021,2021
Auston Matthews,Juuse Saros,2021,2021
David Kampf,Juuse Saros,2021,2021
Jonathan Huberdeau,Ilya Sorokin,2021,2021
Ryan Lomberg,Ilya Sorokin,2021,2021
Carter Verhaeghe,Ilya Sorokin,2021,2021
Patric Hornqvist,Ilya Sorokin,2021,2021
Aaron Ekblad,Semyon Varlamov,2021,2021
Kyle Palmieri,Sergei Bobrovsky,2021,2021
Frank Vatrano,Semyon Varlamov,2021,2021
Damon Severson,Anton Forsberg,2021,2021
Drake Batherson,Mackenzie Blackwood,2021,2021
Nathan Bastian,Anton Forsberg,2021,2021
Brady Tkachuk,Mackenzie Blackwood,2021,2021
Tim Stützle,Mackenzie Blackwood,2021,2021
Tomas Tatar,Anton Forsberg,2021,2021
Josh Norris,Mackenzie Blackwood,2021,2021
Kaapo Kakko,Cayden Primeau,2021,2021
Christian Dvorak,Igor Shesterkin,2021,2021
Chris Kreider,Cayden Primeau,2021,2021
Julien Gauthier,Cayden Primeau,2021,2021
Josh Anderson,Igor Shesterkin,2021,2021
Oliver Kylington,Carter Hart,2021,2021
Kevin Hayes,Jacob Markstrom,2021,2021
Cam Atkinson,Jacob Markstrom,2021,2021
Colin Miller,Tristan Jarry,2021,2021
Kyle Okposo,Tristan Jarry,2021,2021
Jake Guentzel,Dustin Tokarski,2021,2021
Kyle Capobianco,Jordan Binnington,2021,2021
Jordan Kyrou,Scott Wedgewood,2021,2021
Barrett Hayton,Jordan Binnington,2021,2021
Torey Krug,Scott Wedgewood,2021,2021
Barrett Hayton,Jordan Binnington,2021,2021
Ryan Suter,Alex Nedeljkovic,2021,2021
Jamie Benn,Alex Nedeljkovic,2021,2021
Roope Hintz,Alex Nedeljkovic,2021,2021
Filip Zadina,Jake Oettinger,2021,2021
Dylan Larkin,Jake Oettinger,2021,2021
Jason Robertson,Alex Nedeljkovic,2021,2021
Mario Ferraro,Cam Talbot,2021,2021
Timo Meier,Cam Talbot,2021,2021
Joel Eriksson Ek,James Reimer,2021,2021
Erik Karlsson,Cam Talbot,2021,2021
Tomas Hertl,Cam Talbot,2021,2021
Adam Lowry,Mikko Koskinen,2021,2021
Nikolaj Ehlers,Mikko Koskinen,2021,2021
Pierre-Luc Dubois,Mikko Koskinen,2021,2021
Mark Scheifele,Mikko Koskinen,2021,2021
Leon Draisaitl,Connor Hellebuyck,2021,2021
Leon Draisaitl,Connor Hellebuyck,2021,2021
Tony DeAngelo,Robin Lehner,2021,2021
Sebastian Aho,Robin Lehner,2021,2021
Brett Howden,Antti Raanta,2021,2021
Shea Theodore,Antti Raanta,2021,2021
Seth Jarvis,Robin Lehner,2021,2021
Vincent Trocheck,Robin Lehner,2021,2021
Cam Fowler,Vitek Vanecek,2021,2021
Garrett Pilon,John Gibson,2021,2021
Trevor Zegras,Vitek Vanecek,2021,2021
Tom Wilson,John Gibson,2021,2021
Trevor Zegras,Vitek Vanecek,2021,2021
Mikko Rantanen,Thatcher Demko,2021,2021
Conor Garland,Darcy Kuemper,2021,2021
Tucker Poolman,Darcy Kuemper,2021,2021
Nazem Kadri,Thatcher Demko,2021,2021
Cale Makar,Thatcher Demko,2021,2021
Garnet Hathaway,Jonathan Quick,2021,2021
Seth Jones,Philipp Grubauer,2021,2021
Alex DeBrincat,Philipp Grubauer,2021,2021
Patrick Kane,Philipp Grubauer,2021,2021
Jared McCann,Marc-Andre Fleury,2021,2021
Yanni Gourde,Marc-Andre Fleury,2021,2021
Johnny Gaudreau,Dustin Tokarski,2021,2021
Andrew Mangiapane,Dustin Tokarski,2021,2021
Matthew Tkachuk,Dustin Tokarski,2021,2021
Andrew Mangiapane,Dustin Tokarski,2021,2021
Johnny Gaudreau,Dustin Tokarski,2021,2021
Morgan Rielly,Igor Shesterkin,2021,2021
Morgan Rielly,Igor Shesterkin,2021,2021
Dryden Hunt,Jack Campbell,2021,2021
Sidney Crosby,Cayden Primeau,2021,2021
Danton Heinen,Cayden Primeau,2021,2021
Jake Guentzel,Cayden Primeau,2021,2021
Teddy Blueger,Cayden Primeau,2021,2021
Brock McGinn,Cayden Primeau,2021,2021
Teddy Blueger,Samuel Montembeault,2021,2021
Matt Duchene,Anton Forsberg,2021,2021
Mathieu Joseph,Juuse Saros,2021,2021
Josh Norris,Juuse Saros,2021,2021
Tanner Jeannot,Anton Forsberg,2021,2021
Ryan Johansen,Anton Forsberg,2021,2021
Dougie Hamilton,Spencer Knight,2021,2021
Carter Verhaeghe,Mackenzie Blackwood,2021,2021
Eetu Luostarinen,Mackenzie Blackwood,2021,2021
Jonathan Huberdeau,Mackenzie Blackwood,2021,2021
Anthony Duclair,Mackenzie Blackwood,2021,2021
Claude Giroux,Andrei Vasilevskiy,2021,2021
Travis Konecny,Andrei Vasilevskiy,2021,2021
Brayden Point,Carter Hart,2021,2021
Mathieu Joseph,Carter Hart,2021,2021
Steven Stamkos,Carter Hart,2021,2021
Claude Giroux,Andrei Vasilevskiy,2021,2021
Steven Stamkos,Carter Hart,2021,2021
Brayden Point,Carter Hart,2021,2021
Brandon Saad,James Reimer,2021,2021
Robert Thomas,James Reimer,2021,2021
Jonathan Dahlen,Ville Husso,2021,2021
Brandon Saad,James Reimer,2021,2021
Jordan Kyrou,James Reimer,2021,2021
Rem Pitlick,Anton Khudobin,2021,2021
Kirill Kaprizov,Anton Khudobin,2021,2021
Ryan Hartman,Anton Khudobin,2021,2021
Jacob Peterson,Cam Talbot,2021,2021
Alex Goligoski,Anton Khudobin,2021,2021
Frederick Gaudreau,Anton Khudobin,2021,2021
Jamie Benn,Cam Talbot,2021,2021
Mats Zuccarello,Anton Khudobin,2021,2021
Victor Rask,Anton Khudobin,2021,2021
Nikolaj Ehlers,Stuart Skinner,2021,2021
Connor McDavid,Connor Hellebuyck,2021,2021
Connor McDavid,Connor Hellebuyck,2021,2021
Kyle Turris,Connor Hellebuyck,2021,2021
Ryan Dzingel,Elvis Merzlikins,2021,2021
Boone Jenner,Scott Wedgewood,2021,2021
Phil Kessel,Elvis Merzlikins,2021,2021
Boone Jenner,Scott Wedgewood,2021,2021
Justin Danforth,Scott Wedgewood,2021,2021
Lawson Crouse,Elvis Merzlikins,2021,2021
Zach Werenski,Scott Wedgewood,2021,2021
Jakob Chychrun,Elvis Merzlikins,2021,2021
Alex Galchenyuk,Elvis Merzlikins,2021,2021
Jakub Voracek,Scott Wedgewood,2021,2021
Jakob Chychrun,Elvis Merzlikins,2021,2021
Gustav Nyquist,Scott Wedgewood,2021,2021
Egor Chinakhov,Scott Wedgewood,2021,2021
Nicolas Hague,Thomas Greiss,2021,2021
Zach Whitecloud,Thomas Greiss,2021,2021
Givani Smith,Robin Lehner,2021,2021
Zach Whitecloud,Thomas Greiss,2021,2021
Paul Cotter,Thomas Greiss,2021,2021
Reilly Smith,Alex Nedeljkovic,2021,2021
Joe Veleno,Robin Lehner,2021,2021
Ethan Bear,John Gibson,2021,2021
Troy Terry,Frederik Andersen,2021,2021
Seth Jarvis,John Gibson,2021,2021
Oliver Ekman-Larsson,Eric Comrie,2021,2021
Kyle Burroughs,Eric Comrie,2021,2021
Nikolaj Ehlers,Thatcher Demko,2021,2021
Conor Garland,Eric Comrie,2021,2021
Pierre-Luc Dubois,Thatcher Demko,2021,2021
Andre Burakovsky,Chris Driedger,2021,2021
Valeri Nichushkin,Chris Driedger,2021,2021
Cale Makar,Chris Driedger,2021,2021
Andre Burakovsky,Chris Driedger,2021,2021
Cale Makar,Philipp Grubauer,2021,2021
Erik Johnson,Philipp Grubauer,2021,2021
Nicolas Aube-Kubel,Philipp Grubauer,2021,2021
Jordan Eberle,Darcy Kuemper,2021,2021
Brandon Tanev,Darcy Kuemper,2021,2021
Colin Blackwell,Darcy Kuemper,2021,2021
Jake Guentzel,Jack Campbell,2021,2021
Jeff Carter,Jack Campbell,2021,2021
Artturi Lehkonen,Juuse Saros,2021,2021
Christian Dvorak,Juuse Saros,2021,2021
Brendan Gallagher,Juuse Saros,2021,2021
Ryan Poehling,Juuse Saros,2021,2021
Ryan Poehling,Juuse Saros,2021,2021
Matt Duchene,Samuel Montembeault,2021,2021
Matt Duchene,Samuel Montembeault,2021,2021
Matt Duchene,Samuel Montembeault,2021,2021
Tim Stützle,Igor Shesterkin,2021,2021
Ryan Strome,Filip Gustavsson,2021,2021
Artemi Panarin,Filip Gustavsson,2021,2021
Jan Rutta,Mackenzie Blackwood,2021,2021
Yegor Sharangovich,Andrei Vasilevskiy,2021,2021
Patrick Maroon,Mackenzie Blackwood,2021,2021
Victor Hedman,Mackenzie Blackwood,2021,2021
Dawson Mercer,Andrei Vasilevskiy,2021,2021
Jimmy Vesey,Andrei Vasilevskiy,2021,2021
Yegor Sharangovich,Andrei Vasilevskiy,2021,2021
Owen Tippett,Cam Talbot,2021,2021
Frank Vatrano,Cam Talbot,2021,2021
Joel Eriksson Ek,Sergei Bobrovsky,2021,2021
Frank Vatrano,Cam Talbot,2021,2021
Kirill Kaprizov,Sergei Bobrovsky,2021,2021
Carter Verhaeghe,Cam Talbot,2021,2021
Marcus Foligno,Sergei Bobrovsky,2021,2021
Ryan Hartman,Sergei Bobrovsky,2021,2021
Brad Richardson,Semyon Varlamov,2021,2021
Andrew Mangiapane,Semyon Varlamov,2021,2021
Brock Nelson,Jacob Markstrom,2021,2021
Andrew Mangiapane,Semyon Varlamov,2021,2021
Brock Nelson,Jacob Markstrom,2021,2021
Tomas Nosek,Martin Jones,2021,2021
Derek Forbort,Martin Jones,2021,2021
Derick Brassard,Linus Ullmark,2021,2021
Derick Brassard,Linus Ullmark,2021,2021
Derek Forbort,Martin Jones,2021,2021
Craig Smith,Martin Jones,2021,2021
David Pastrnak,Martin Jones,2021,2021
Ryan Suter,Jordan Binnington,2021,2021
Roope Hintz,Jordan Binnington,2021,2021
Brandon Saad,Jake Oettinger,2021,2021
Roope Hintz,Jordan Binnington,2021,2021
Connor McDavid,Kevin Lankinen,2021,2021
Tyson Barrie,Kevin Lankinen,2021,2021
Kailer Yamamoto,Kevin Lankinen,2021,2021
Ryan McLeod,Kevin Lankinen,2021,2021
Alex DeBrincat,Stuart Skinner,2021,2021
Alex DeBrincat,Stuart Skinner,2021,2021
Leon Draisaitl,Kevin Lankinen,2021,2021
Dylan Larkin,Scott Wedgewood,2021,2021
Ryan Dzingel,Alex Nedeljkovic,2021,2021
Clayton Keller,Alex Nedeljkovic,2021,2021
Gustav Nyquist,Laurent Brossoit,2021,2021
Alexandre Texier,Laurent Brossoit,2021,2021
Keegan Kolesar,Elvis Merzlikins,2021,2021
Reilly Smith,Elvis Merzlikins,2021,2021
Mattias Janmark,Elvis Merzlikins,2021,2021
Seth Jarvis,Cal Petersen,2021,2021
Blake Lizotte,Frederik Andersen,2021,2021
Derek Stepan,Cal Petersen,2021,2021
Adrian Kempe,Frederik Andersen,2021,2021
Sebastian Aho,Cal Petersen,2021,2021
Adrian Kempe,Frederik Andersen,2021,2021
Jesperi Kotkaniemi,Cal Petersen,2021,2021
Brendan Lemieux,Frederik Andersen,2021,2021
Martin Necas,Cal Petersen,2021,2021
Conor Sheary,Adin Hill,2021,2021
Alex Ovechkin,Adin Hill,2021,2021
Conor Sheary,Adin Hill,2021,2021
Johnny Gaudreau,Jeremy Swayman,2021,2021
Noah Hanifin,Jeremy Swayman,2021,2021
Andrew Mangiapane,Jeremy Swayman,2021,2021
Mikael Backlund,Jeremy Swayman,2021,2021
Anthony Cirelli,Kaapo Kahkonen,2021,2021
Patrick Maroon,Kaapo Kahkonen,2021,2021
Marcus Foligno,Brian Elliott,2021,2021
Brandon Duhaime,Brian Elliott,2021,2021
Anthony Cirelli,Kaapo Kahkonen,2021,2021
Alex Barré-Boulet,Kaapo Kahkonen,2021,2021
Kevin Fiala,Brian Elliott,2021,2021
Joel Eriksson Ek,Brian Elliott,2021,2021
Steven Stamkos,Kaapo Kahkonen,2021,2021
Mitch Marner,Ilya Sorokin,2021,2021
Ondrej Kase,Ilya Sorokin,2021,2021
Mitch Marner,Ilya Sorokin,2021,2021
Rasmus Asplund,Alexandar Georgiev,2021,2021
Chris Kreider,Aaron Dell,2021,2021
Vinnie Hinostroza,Alexandar Georgiev,2021,2021
Jacob Trouba,Aaron Dell,2021,2021
Kaapo Kakko,Aaron Dell,2021,2021
Tage Thompson,Alexandar Georgiev,2021,2021
Rasmus Dahlin,Alexandar Georgiev,2021,2021
K'Andre Miller,Aaron Dell,2021,2021
Ryan Lindgren,Aaron Dell,2021,2021
Brandon Hagel,Thatcher Demko,2021,2021
Brendan Lemieux,Karel Vejmelka,2021,2021
Travis Boyd,Jonathan Quick,2021,2021
Kyle Capobianco,Jonathan Quick,2021,2021
Tom Wilson,Philipp Grubauer,2021,2021
Jared McCann,Vitek Vanecek,2021,2021
Jaden Schwartz,Vitek Vanecek,2021,2021
Adam Larsson,Vitek Vanecek,2021,2021
Calle Jarnkrok,Vitek Vanecek,2021,2021
Alex Ovechkin,Philipp Grubauer,2021,2021
Tage Thompson,Joonas Korpisalo,2021,2021
Jack Roslovic,Dustin Tokarski,2021,2021
Jack Roslovic,Dustin Tokarski,2021,2021
Zemgus Girgensons,Joonas Korpisalo,2021,2021
Oliver Bjorkstrand,Dustin Tokarski,2021,2021
Max Domi,Dustin Tokarski,2021,2021
Vladislav Gavrikov,Aaron Dell,2021,2021
Dylan Cozens,Joonas Korpisalo,2021,2021
Tage Thompson,Joonas Korpisalo,2021,2021
Chandler Stephenson,Jordan Binnington,2021,2021
Reilly Smith,Jordan Binnington,2021,2021
Ryan O'Reilly,Robin Lehner,2021,2021
Tyler Bozak,Robin Lehner,2021,2021
Justin Faulk,Robin Lehner,2021,2021
Brandon Saad,Robin Lehner,2021,2021
Niko Mikkola,Robin Lehner,2021,2021
Ryan Johansen,John Gibson,2021,2021
Rickard Rakell,Juuse Saros,2021,2021
Mikael Granlund,John Gibson,2021,2021
Jamie Drysdale,Juuse Saros,2021,2021
Yakov Trenin,John Gibson,2021,2021
Dominic Toninato,Tristan Jarry,2021,2021
Jason Zucker,Connor Hellebuyck,2021,2021
Danton Heinen,Connor Hellebuyck,2021,2021
Valeri Nichushkin,Filip Gustavsson,2021,2021
Zachary Sanford,Darcy Kuemper,2021,2021
Cale Makar,Filip Gustavsson,2021,2021
Artem Zub,Darcy Kuemper,2021,2021
Devon Toews,Filip Gustavsson,2021,2021
Zachary Sanford,Darcy Kuemper,2021,2021
Josh Norris,Darcy Kuemper,2021,2021
Cale Makar,Filip Gustavsson,2021,2021
Zachary Sanford,Darcy Kuemper,2021,2021
Mikko Rantanen,Filip Gustavsson,2021,2021
Alex Newhook,Filip Gustavsson,2021,2021
Tony DeAngelo,James Reimer,2021,2021
Kevin Labanc,Antti Raanta,2021,2021
Alexander Barabanov,Antti Raanta,2021,2021
Zach Bogosian,Carter Hart,2021,2021
Steven Stamkos,Carter Hart,2021,2021
Corey Perry,Carter Hart,2021,2021
Alex Barré-Boulet,Carter Hart,2021,2021
Roope Hintz,Stuart Skinner,2021,2021
Jason Robertson,Stuart Skinner,2021,2021
Denis Gurianov,Stuart Skinner,2021,2021
Ryan McLeod,Jake Oettinger,2021,2021
Luke Glendening,Stuart Skinner,2021,2021
Dillon Dube,Marc-Andre Fleury,2021,2021
Brandon Hagel,Jacob Markstrom,2021,2021
Milan Lucic,Marc-Andre Fleury,2021,2021
Reese Johnson,Jacob Markstrom,2021,2021
Matthew Tkachuk,Marc-Andre Fleury,2021,2021
Kyle Okposo,Jeremy Swayman,2021,2021
Patrice Bergeron,Aaron Dell,2021,2021
Charlie Coyle,Aaron Dell,2021,2021
David Pastrnak,Aaron Dell,2021,2021
Mike Reilly,Aaron Dell,2021,2021
Taylor Hall,Dustin Tokarski,2021,2021
Pavel Buchnevich,Alex Nedeljkovic,2021,2021
Lucas Raymond,Ville Husso,2021,2021
Dylan Larkin,Ville Husso,2021,2021
David Perron,Alex Nedeljkovic,2021,2021
Adam Erne,Ville Husso,2021,2021
Joel Farabee,Sergei Bobrovsky,2021,2021
Sam Bennett,Martin Jones,2021,2021
Aaron Ekblad,Martin Jones,2021,2021
Ryan Hartman,Mackenzie Blackwood,2021,2021
Nico Sturm,Mackenzie Blackwood,2021,2021
Pavel Zacha,Cam Talbot,2021,2021
Yegor Sharangovich,Cam Talbot,2021,2021
Kevin Fiala,Mackenzie Blackwood,2021,2021
Chris Kreider,Semyon Varlamov,2021,2021
Kevin Rooney,Semyon Varlamov,2021,2021
Andy Andreoff,Igor Shesterkin,2021,2021
Kevin Rooney,Semyon Varlamov,2021,2021
Chris Kreider,Semyon Varlamov,2021,2021
Bryan Rust,Thatcher Demko,2021,2021
Evan Rodrigues,Thatcher Demko,2021,2021
Zachary Aston-Reese,Thatcher Demko,2021,2021
Bo Horvat,Tristan Jarry,2021,2021
Nic Dowd,Jake Allen,2021,2021
John Carlson,Jake Allen,2021,2021
Michael Sgarbossa,Jake Allen,2021,2021
Jake Evans,Ilya Samsonov,2021,2021
Evgeny Kuznetsov,Jake Allen,2021,2021
Cole Caufield,Ilya Samsonov,2021,2021
Tom Wilson,Jake Allen,2021,2021
Dmitry Orlov,Jake Allen,2021,2021
Artturi Lehkonen,Ilya Samsonov,2021,2021
Gregory Hofmann,Connor Hellebuyck,2021,2021
Zach Werenski,Connor Hellebuyck,2021,2021
Chandler Stephenson,Juuse Saros,2021,2021
Jonas Rondbjerg,Juuse Saros,2021,2021
Adam Brooks,Juuse Saros,2021,2021
Filip Forsberg,Robin Lehner,2021,2021
Alex Pietrangelo,Juuse Saros,2021,2021
Filip Forsberg,Robin Lehner,2021,2021
Sonny Milano,Darcy Kuemper,2021,2021
Cale Makar,John Gibson,2021,2021
Alex Newhook,John Gibson,2021,2021
Nicolas Aube-Kubel,John Gibson,2021,2021
Nazem Kadri,John Gibson,2021,2021
Valeri Nichushkin,John Gibson,2021,2021
Sonny Milano,Jonas Johansson,2021,2021
Clayton Keller,Mikko Koskinen,2021,2021
Connor McDavid,Scott Wedgewood,2021,2021
Leon Draisaitl,Scott Wedgewood,2021,2021
Zack Kassian,Scott Wedgewood,2021,2021
Leon Draisaitl,Scott Wedgewood,2021,2021
Travis Boyd,Mikko Koskinen,2021,2021
Shayne Gostisbehere,Mikko Koskinen,2021,2021
Alexander Kerfoot,Jonathan Quick,2021,2021
Viktor Arvidsson,Jack Campbell,2021,2021
Pierre Engvall,Jonathan Quick,2021,2021
John Tavares,Jonathan Quick,2021,2021
Auston Matthews,Jonathan Quick,2021,2021
Jason Spezza,Jonathan Quick,2021,2021
Michael Bunting,Jonathan Quick,2021,2021
Sean Durzi,Jack Campbell,2021,2021
Matt Nieto,Matt Murray,2021,2021
Josh Norris,James Reimer,2021,2021
Tomas Hertl,Matt Murray,2021,2021
Brady Tkachuk,James Reimer,2021,2021
Connor Brown,James Reimer,2021,2021
Nick Bonino,Matt Murray,2021,2021
Timo Meier,Matt Murray,2021,2021
Brendan Smith,Philipp Grubauer,2021,2021
Jared McCann,Frederik Andersen,2021,2021
Marcus Johansson,Frederik Andersen,2021,2021
Craig Smith,Igor Shesterkin,2021,2021
Ryan Strome,Jeremy Swayman,2021,2021
Patrice Bergeron,Igor Shesterkin,2021,2021
Dryden Hunt,Jeremy Swayman,2021,2021
Artemi Panarin,Jeremy Swayman,2021,2021
Alexis Lafrenière,Jeremy Swayman,2021,2021
Tage Thompson,Samuel Montembeault,2021,2021
Josh Anderson,Dustin Tokarski,2021,2021
Cody Eakin,Samuel Montembeault,2021,2021
Kyle Okposo,Samuel Montembeault,2021,2021
Tage Thompson,Samuel Montembeault,2021,2021
Pierre-Edouard Bellemare,Philipp Grubauer,2021,2021
Ross Colton,Philipp Grubauer,2021,2021
Steven Stamkos,Philipp Grubauer,2021,2021
Kasperi Kapanen,Ilya Sorokin,2021,2021
Ivan Provorov,Antti Raanta,2021,2021
Sebastian Aho,Carter Hart,2021,2021
Joel Farabee,Antti Raanta,2021,2021
Sebastian Aho,Carter Hart,2021,2021
Rasmus Ristolainen,Antti Raanta,2021,2021
Jesper Fast,Carter Hart,2021,2021
Jesperi Kotkaniemi,Carter Hart,2021,2021
Steven Lorentz,Carter Hart,2021,2021
Andrei Svechnikov,Carter Hart,2021,2021
Jonathan Huberdeau,Ilya Samsonov,2021,2021
Tom Wilson,Sergei Bobrovsky,2021,2021
Alex Ovechkin,Sergei Bobrovsky,2021,2021
Alex Ovechkin,Spencer Knight,2021,2021
Sam Reinhart,Ilya Samsonov,2021,2021
Alex Ovechkin,Sergei Bobrovsky,2021,2021
Carter Verhaeghe,Ilya Samsonov,2021,2021
Gustav Nyquist,Thatcher Demko,2021,2021
Vasily Podkolzin,Elvis Merzlikins,2021,2021
Adam Boqvist,Thatcher Demko,2021,2021
Tyler Motte,Elvis Merzlikins,2021,2021
Jack Roslovic,Thatcher Demko,2021,2021
Pavel Buchnevich,Kevin Lankinen,2021,2021
Ivan Barbashev,Kevin Lankinen,2021,2021
Jujhar Khaira,Jordan Binnington,2021,2021
Brandon Hagel,Jordan Binnington,2021,2021
Alex DeBrincat,Jordan Binnington,2021,2021
Roman Josi,Jonathan Bernier,2021,2021
Philip Tomasino,Jonathan Bernier,2021,2021
Mikael Granlund,Jonathan Bernier,2021,2021
Andreas Johnsson,Juuse Saros,2021,2021
Tomas Tatar,Juuse Saros,2021,2021
Joe Pavelski,Darcy Kuemper,2021,2021
Joe Pavelski,Darcy Kuemper,2021,2021
Denis Gurianov,Darcy Kuemper,2021,2021
Cale Makar,Jake Oettinger,2021,2021
Alex Goligoski,Connor Hellebuyck,2021,2021
Mats Zuccarello,Connor Hellebuyck,2021,2021
Ryan Hartman,Connor Hellebuyck,2021,2021
Mats Zuccarello,Connor Hellebuyck,2021,2021
Jon Merrill,Eric Comrie,2021,2021
Mathew Dumba,Eric Comrie,2021,2021
Pierre-Luc Dubois,Cam Talbot,2021,2021
Kirill Kaprizov,Eric Comrie,2021,2021
Isac Lundeström,Anton Forsberg,2021,2021
Derek Grant,Anton Forsberg,2021,2021
Troy Terry,Anton Forsberg,2021,2021
Rickard Rakell,Anton Forsberg,2021,2021
William Nylander,James Reimer,2021,2021
Nick Bonino,Joseph Woll,2021,2021
Wayne Simmonds,James Reimer,2021,2021
Auston Matthews,James Reimer,2021,2021
John Tavares,James Reimer,2021,2021
Dylan Cozens,Alex Nedeljkovic,2021,2021
Carter Rowney,Dustin Tokarski,2021,2021
Pius Suter,Dustin Tokarski,2021,2021
