Shooter,Goalie,Shooter_Year,Goalie_Year
Sonny Milano,Felix Sandstrom,2021,2021
Alex Ovechkin,Felix Sandstrom,2021,2021
Jason Robertson,Petr Mrazek,2021,2021
Seth Jones,Jake Oettinger,2021,2021
Andreas Athanasiou,Jake Oettinger,2021,2021
Connor Murphy,Jake Oettinger,2021,2021
Max Domi,Jake Oettinger,2021,2021
Jamie Benn,Petr Mrazek,2021,2021
Mason Marchment,Petr Mrazek,2021,2021
Ty Dellandrea,Petr Mrazek,2021,2021
Radek Faksa,Petr Mrazek,2021,2021
Barclay Goodrow,John Gibson,2021,2021
Mason McTavish,Jaroslav Halak,2021,2021
Dmitry Kulikov,Jaroslav Halak,2021,2021
Troy Terry,Jaroslav Halak,2021,2021
Braden Schneider,John Gibson,2021,2021
Mark Stone,Cam Talbot,2021,2021
Jake Sanderson,Logan Thompson,2022,2021
William Carrier,Cam Talbot,2021,2021
William Karlsson,Cam Talbot,2021,2021
Logan Couture,Martin Jones,2021,2021
Andre Burakovsky,Kaapo Kahkonen,2021,2021
Timo Meier,Martin Jones,2021,2021
Vince Dunn,Kaapo Kahkonen,2021,2021
Ryan Donato,Kaapo Kahkonen,2021,2021
Jamie Oleksiak,Kaapo Kahkonen,2021,2021
Timo Meier,Martin Jones,2021,2021
Alexander Barabanov,Martin Jones,2021,2021
Oliver Bjorkstrand,Kaapo Kahkonen,2021,2021
Jaden Schwartz,Kaapo Kahkonen,2021,2021
Timo Meier,Martin Jones,2021,2021
Matty Beniers,Kaapo Kahkonen,2021,2021
Ilya Mikheyev,Pavel Francouz,2021,2021
Mikko Rantanen,Spencer Martin,2021,2021
Mikko Rantanen,Spencer Martin,2021,2021
Bo Horvat,Pavel Francouz,2021,2021
Cale Makar,Spencer Martin,2021,2021
Sheldon Dries,Pavel Francouz,2021,2021
Ethan Bear,Pavel Francouz,2021,2021
Stefan Noesen,Linus Ullmark,2021,2021
Jesperi Kotkaniemi,Linus Ullmark,2021,2021
David Krejci,Pyotr Kochetkov,2022,2021
David Krejci,Pyotr Kochetkov,2022,2021
David Pastrnak,Pyotr Kochetkov,2021,2021
T.J. Oshie,Jacob Markstrom,2021,2021
Evgeny Kuznetsov,Jacob Markstrom,2021,2021
Alex Ovechkin,Jacob Markstrom,2021,2021
Devon Toews,Kevin Lankinen,2021,2021
Nathan MacKinnon,Kevin Lankinen,2021,2021
Kiefer Sherwood,Alexandar Georgiev,2021,2021
Nathan MacKinnon,Kevin Lankinen,2021,2021
Luke Evangelista,Alexandar Georgiev,2022,2021
Kiefer Sherwood,Alexandar Georgiev,2021,2021
Nathan MacKinnon,Kevin Lankinen,2021,2021
Joel Edmundson,Arvid Soderblom,2021,2021
Caleb Jones,Samuel Montembeault,2021,2021
Nick Suzuki,Arvid Soderblom,2021,2021
Taylor Raddysh,Samuel Montembeault,2021,2021
Jonathan Toews,Samuel Montembeault,2021,2021
Cole Caufield,Arvid Soderblom,2021,2021
Nick Suzuki,Arvid Soderblom,2021,2021
Andreas Athanasiou,Samuel Montembeault,2021,2021
Kirby Dach,Arvid Soderblom,2021,2021
Mitch Marner,Marc-Andre Fleury,2021,2021
Kirill Kaprizov,Matt Murray,2021,2021
Zachary Aston-Reese,Marc-Andre Fleury,2021,2021
Matt Boldy,Matt Murray,2021,2021
Calle Jarnkrok,Marc-Andre Fleury,2021,2021
William Nylander,Marc-Andre Fleury,2021,2021
Mats Zuccarello,Matt Murray,2021,2021
Brady Tkachuk,Anthony Stolarz,2021,2021
Derick Brassard,Anthony Stolarz,2021,2021
Tim Stützle,Anthony Stolarz,2021,2021
Artem Zub,Anthony Stolarz,2021,2021
Mathieu Joseph,Anthony Stolarz,2021,2021
Max Jones,Cam Talbot,2021,2021
Josh Archibald,Carter Hart,2021,2021
Sidney Crosby,Carter Hart,2021,2021
Ryan Poehling,Carter Hart,2021,2021
Ryan Poehling,Carter Hart,2021,2021
Kevin Hayes,Tristan Jarry,2021,2021
Andrew Copp,Karel Vejmelka,2021,2021
Filip Hronek,Karel Vejmelka,2021,2021
Nick Schmaltz,Ville Husso,2021,2021
Jordan Oesterle,Karel Vejmelka,2021,2021
J.J. Moser,Ville Husso,2021,2021
Jakob Chychrun,Ville Husso,2021,2021
Dylan Larkin,Karel Vejmelka,2021,2021
Oliver Wahlstrom,Joonas Korpisalo,2021,2021
Jean-Gabriel Pageau,Joonas Korpisalo,2021,2021
Egor Chinakhov,Ilya Sorokin,2021,2021
Kent Johnson,Ilya Sorokin,2021,2021
Brock Nelson,Joonas Korpisalo,2021,2021
Jack Hughes,Craig Anderson,2021,2021
Jesper Boqvist,Craig Anderson,2021,2021
Victor Olofsson,Akira Schmid,2021,2021
Tomas Tatar,Craig Anderson,2021,2021
Brayden Point,Jordan Binnington,2021,2021
Alex Killorn,Jordan Binnington,2021,2021
Brayden Point,Jordan Binnington,2021,2021
Pavel Buchnevich,Andrei Vasilevskiy,2021,2021
Jordan Kyrou,Andrei Vasilevskiy,2021,2021
Brandon Hagel,Jordan Binnington,2021,2021
Ryan Donato,Adin Hill,2021,2021
Andre Burakovsky,Adin Hill,2021,2021
Nicolas Roy,Philipp Grubauer,2021,2021
Phil Kessel,Philipp Grubauer,2021,2021
Andre Burakovsky,Adin Hill,2021,2021
Jordan Eberle,Adin Hill,2021,2021
Cole Perfetti,Jake Oettinger,2021,2021
Wyatt Johnston,Connor Hellebuyck,2022,2021
Jansen Harkins,Jake Oettinger,2021,2021
Jamie Benn,Connor Hellebuyck,2021,2021
Adam Lowry,Jake Oettinger,2021,2021
Kyle Connor,Jake Oettinger,2021,2021
Jason Robertson,Connor Hellebuyck,2021,2021
Jason Robertson,Connor Hellebuyck,2021,2021
Josh Morrissey,Jake Oettinger,2021,2021
Jaret Anderson-Dolan,James Reimer,2021,2021
Kevin Labanc,Jonathan Quick,2021,2021
Phillip Danault,James Reimer,2021,2021
Viktor Arvidsson,James Reimer,2021,2021
Alexander Barabanov,Jonathan Quick,2021,2021
Rasmus Kupari,James Reimer,2021,2021
Alexis Lafrenière,Jack Campbell,2021,2021
Chris Kreider,Jack Campbell,2021,2021
Julien Gauthier,Jack Campbell,2021,2021
Evan Bouchard,Igor Shesterkin,2021,2021
Evan Bouchard,Igor Shesterkin,2021,2021
Dylan Holloway,Igor Shesterkin,2022,2021
Leon Draisaitl,Igor Shesterkin,2021,2021
Seth Jarvis,Dan Vladar,2021,2021
Adam Ruzicka,Antti Raanta,2021,2021
Martin Necas,Dan Vladar,2021,2021
Tyler Toffoli,Antti Raanta,2021,2021
Brett Pesce,Dan Vladar,2021,2021
Aaron Ekblad,Thomas Greiss,2021,2021
Radko Gudas,Thomas Greiss,2021,2021
Carter Verhaeghe,Thomas Greiss,2021,2021
Brandon Saad,Spencer Knight,2021,2021
Anton Lundell,Thomas Greiss,2021,2021
Ryan O'Reilly,Spencer Knight,2021,2021
Jordan Kyrou,Spencer Knight,2021,2021
Vladimir Tarasenko,Spencer Knight,2021,2021
Jordan Kyrou,Spencer Knight,2021,2021
Mitch Marner,Casey DeSmith,2021,2021
Pontus Holmberg,Casey DeSmith,2022,2021
William Nylander,Casey DeSmith,2021,2021
Rickard Rakell,Erik Kallgren,2021,2021
Auston Matthews,Casey DeSmith,2021,2021
Nico Hischier,Charlie Lindgren,2021,2021
Jack Hughes,Charlie Lindgren,2021,2021
Jack Hughes,Charlie Lindgren,2021,2021
Jack Hughes,Charlie Lindgren,2021,2021
John Carlson,Vitek Vanecek,2021,2021
Fabian Zetterlund,Charlie Lindgren,2021,2021
Adam Pelech,Felix Sandstrom,2021,2021
Lukas Sedlak,Semyon Varlamov,2022,2021
Joel Farabee,Semyon Varlamov,2021,2021
Zach Parise,Felix Sandstrom,2021,2021
Brock Nelson,Felix Sandstrom,2021,2021
Anthony Beauvillier,Felix Sandstrom,2021,2021
Zach Parise,Felix Sandstrom,2021,2021
Cody Glass,Daniil Tarasov,2021,2021
Yakov Trenin,Daniil Tarasov,2021,2021
Gustav Nyquist,Kevin Lankinen,2021,2021
Nathan MacKinnon,Scott Wedgewood,2021,2021
Josh Manson,Scott Wedgewood,2021,2021
Joe Pavelski,Alexandar Georgiev,2021,2021
Dryden Hunt,Scott Wedgewood,2021,2021
Andrew Cogliano,Scott Wedgewood,2021,2021
Brock Boeser,Logan Thompson,2021,2021
J.T. Miller,Logan Thompson,2021,2021
Andrei Kuzmenko,Logan Thompson,2022,2021
Andrei Kuzmenko,Logan Thompson,2022,2021
Bo Horvat,Logan Thompson,2021,2021
Jonathan Marchessault,Spencer Martin,2021,2021
Kirill Kaprizov,Connor Ingram,2021,2021
Sam Steel,Connor Ingram,2021,2021
Nick Schmaltz,Marc-Andre Fleury,2021,2021
Jared Spurgeon,Connor Ingram,2021,2021
Matt Boldy,Connor Ingram,2021,2021
Lawson Crouse,Marc-Andre Fleury,2021,2021
J.J. Moser,Marc-Andre Fleury,2021,2021
Jansen Harkins,Petr Mrazek,2021,2021
Saku Maenalanen,Petr Mrazek,2022,2021
Taylor Raddysh,Connor Hellebuyck,2021,2021
Kyle Connor,Petr Mrazek,2021,2021
Saku Maenalanen,Petr Mrazek,2022,2021
Jujhar Khaira,Connor Hellebuyck,2021,2021
Mark Scheifele,Petr Mrazek,2021,2021
Pierre-Luc Dubois,Petr Mrazek,2021,2021
Pierre-Luc Dubois,Petr Mrazek,2021,2021
Jared McCann,John Gibson,2021,2021
Alexander Wennberg,John Gibson,2021,2021
Troy Terry,Martin Jones,2021,2021
Vince Dunn,John Gibson,2021,2021
Derek Grant,Martin Jones,2021,2021
Matty Beniers,John Gibson,2021,2021
Mason McTavish,Martin Jones,2021,2021
Adam Henrique,Martin Jones,2021,2021
Daniel Sprong,John Gibson,2021,2021
Kyle Burroughs,Kaapo Kahkonen,2021,2021
Luke Kunin,Thatcher Demko,2021,2021
Logan Couture,Thatcher Demko,2021,2021
Ilya Mikheyev,Kaapo Kahkonen,2021,2021
Elias Pettersson,Kaapo Kahkonen,2021,2021
Luke Kunin,Thatcher Demko,2021,2021
Andrei Kuzmenko,Kaapo Kahkonen,2022,2021
Brady Tkachuk,Jonathan Quick,2021,2021
Arthur Kaliyev,Cam Talbot,2021,2021
Alex DeBrincat,Jonathan Quick,2021,2021
Arthur Kaliyev,Cam Talbot,2021,2021
Claude Giroux,Jonathan Quick,2021,2021
Artemi Panarin,Vitek Vanecek,2021,2021
Mika Zibanejad,Vitek Vanecek,2021,2021
Tomas Tatar,Igor Shesterkin,2021,2021
Yegor Sharangovich,Igor Shesterkin,2021,2021
Jack Hughes,Igor Shesterkin,2021,2021
Michael McLeod,Igor Shesterkin,2021,2021
Vincent Trocheck,Vitek Vanecek,2021,2021
Brayden Point,Ukko-Pekka Luukkonen,2021,2021
Corey Perry,Ukko-Pekka Luukkonen,2021,2021
Tage Thompson,Brian Elliott,2021,2021
Jack Quinn,Brian Elliott,2021,2021
Tyson Jost,Brian Elliott,2021,2021
Brayden Point,Ukko-Pekka Luukkonen,2021,2021
Dylan Cozens,Brian Elliott,2021,2021
Jeff Skinner,Brian Elliott,2021,2021
Steven Stamkos,Ukko-Pekka Luukkonen,2021,2021
Brandon Hagel,Ukko-Pekka Luukkonen,2021,2021
Steven Stamkos,Ukko-Pekka Luukkonen,2021,2021
Moritz Seider,Matt Murray,2021,2021
Auston Matthews,Ville Husso,2021,2021
William Nylander,Ville Husso,2021,2021
Mitch Marner,Ville Husso,2021,2021
Rasmus Sandin,Ville Husso,2021,2021
Adam Erne,Matt Murray,2021,2021
William Karlsson,Daniil Tarasov,2021,2021
William Carrier,Daniil Tarasov,2021,2021
Johnny Gaudreau,Logan Thompson,2021,2021
Boone Jenner,Logan Thompson,2021,2021
Gustav Nyquist,Logan Thompson,2021,2021
Jonathan Marchessault,Daniil Tarasov,2021,2021
Paul Cotter,Daniil Tarasov,2021,2021
Wyatt Johnston,Jordan Binnington,2022,2021
Ty Dellandrea,Jordan Binnington,2021,2021
Brandon Saad,Scott Wedgewood,2021,2021
Jason Robertson,Jordan Binnington,2021,2021
Matthew Tkachuk,Stuart Skinner,2021,2021
Connor McDavid,Spencer Knight,2021,2021
Tyson Barrie,Spencer Knight,2021,2021
Anton Lundell,Stuart Skinner,2021,2021
Brandon Montour,Stuart Skinner,2021,2021
Evan Bouchard,Spencer Knight,2021,2021
Leon Draisaitl,Spencer Knight,2021,2021
Sidney Crosby,Pyotr Kochetkov,2021,2021
Martin Necas,Tristan Jarry,2021,2021
Andrei Svechnikov,Tristan Jarry,2021,2021
Jake Guentzel,Pyotr Kochetkov,2021,2021
Brett Pesce,Tristan Jarry,2021,2021
Noah Dobson,Carter Hart,2021,2021
Travis Sanheim,Ilya Sorokin,2021,2021
Kevin Hayes,Ilya Sorokin,2021,2021
Matt Nieto,Jake Allen,2021,2021
Tomas Hertl,Jake Allen,2021,2021
Logan Couture,Jake Allen,2021,2021
Taylor Hall,Andrei Vasilevskiy,2021,2021
Steven Stamkos,Jeremy Swayman,2021,2021
Taylor Hall,Andrei Vasilevskiy,2021,2021
Colton Sissons,John Gibson,2021,2021
Troy Terry,Juuse Saros,2021,2021
Roman Josi,John Gibson,2021,2021
Blake Wheeler,Alexandar Georgiev,2021,2021
Josh Morrissey,Alexandar Georgiev,2021,2021
Blake Wheeler,Alexandar Georgiev,2021,2021
Mark Scheifele,Alexandar Georgiev,2021,2021
Blake Wheeler,Alexandar Georgiev,2021,2021
Dillon Dube,Sergei Bobrovsky,2021,2021
Jonathan Huberdeau,Sergei Bobrovsky,2021,2021
Rasmus Andersson,Sergei Bobrovsky,2021,2021
Nick Cousins,Dan Vladar,2021,2021
Brett Ritchie,Sergei Bobrovsky,2021,2021
Sam Reinhart,Dan Vladar,2021,2021
Tyler Toffoli,Sergei Bobrovsky,2021,2021
Andrew Mangiapane,Sergei Bobrovsky,2021,2021
Alex Ovechkin,Spencer Martin,2021,2021
Alex Ovechkin,Spencer Martin,2021,2021
Nils Hoglander,Darcy Kuemper,2021,2021
Anthony Mantha,Spencer Martin,2021,2021
John Carlson,Spencer Martin,2021,2021
Anze Kopitar,Martin Jones,2021,2021
Matty Beniers,Jonathan Quick,2021,2021
Jared McCann,Jonathan Quick,2021,2021
Viktor Arvidsson,Martin Jones,2021,2021
Alexander Wennberg,Jonathan Quick,2021,2021
Gabriel Vilardi,Martin Jones,2021,2021
Matty Beniers,Jonathan Quick,2021,2021
Carl Grundstrom,Martin Jones,2021,2021
Jared McCann,Jonathan Quick,2021,2021
Adrian Kempe,Martin Jones,2021,2021
Daniel Sprong,Cal Petersen,2021,2021
Oliver Bjorkstrand,Cal Petersen,2021,2021
Gabriel Vilardi,Martin Jones,2021,2021
Andre Burakovsky,Cal Petersen,2021,2021
Sean Durzi,Martin Jones,2021,2021
Mikey Anderson,Martin Jones,2021,2021
Andre Burakovsky,Cal Petersen,2021,2021
Jonatan Berggren,Craig Anderson,2022,2021
Dylan Cozens,Alex Nedeljkovic,2021,2021
Mattias Samuelsson,Alex Nedeljkovic,2021,2021
Dylan Cozens,Alex Nedeljkovic,2021,2021
Jeff Skinner,Alex Nedeljkovic,2021,2021
David Perron,Craig Anderson,2021,2021
Oskar Sundqvist,Craig Anderson,2021,2021
Oskar Sundqvist,Craig Anderson,2021,2021
Jack Quinn,Alex Nedeljkovic,2021,2021
Jimmy Vesey,Cam Talbot,2021,2021
Barclay Goodrow,Cam Talbot,2021,2021
Shane Pinto,Jaroslav Halak,2021,2021
Chris Kreider,Cam Talbot,2021,2021
Auston Matthews,Aaron Dell,2021,2021
Matt Nieto,Ilya Samsonov,2021,2021
Pierre Engvall,Aaron Dell,2021,2021
Leon Draisaitl,Arvid Soderblom,2021,2021
Ryan Nugent-Hopkins,Arvid Soderblom,2021,2021
Boris Katchouk,Stuart Skinner,2021,2021
Connor McDavid,Arvid Soderblom,2021,2021
Mattias Janmark,Arvid Soderblom,2021,2021
Max Domi,Stuart Skinner,2021,2021
MacKenzie Entwistle,Stuart Skinner,2021,2021
Leon Draisaitl,Arvid Soderblom,2021,2021
Max Domi,Stuart Skinner,2021,2021
J.T. Compher,Ukko-Pekka Luukkonen,2021,2021
JJ Peterka,Alexandar Georgiev,2021,2021
Tage Thompson,Alexandar Georgiev,2021,2021
Nathan MacKinnon,Ukko-Pekka Luukkonen,2021,2021
Artturi Lehkonen,Ukko-Pekka Luukkonen,2021,2021
Nathan MacKinnon,Ukko-Pekka Luukkonen,2021,2021
Dylan Cozens,Alexandar Georgiev,2021,2021
J.T. Compher,Ukko-Pekka Luukkonen,2021,2021
Alex Tuch,Alexandar Georgiev,2021,2021
Ryan Johansen,Vitek Vanecek,2021,2021
Colton Sissons,Vitek Vanecek,2021,2021
Kevin Bahl,Juuse Saros,2021,2021
Jesper Bratt,Juuse Saros,2021,2021
Alexander Holtz,Juuse Saros,2021,2021
Mikael Granlund,Vitek Vanecek,2021,2021
Ryan Johansen,Vitek Vanecek,2021,2021
Nick Paul,Carter Hart,2021,2021
Nick Paul,Carter Hart,2021,2021
Ross Colton,Carter Hart,2021,2021
Ian Cole,Carter Hart,2021,2021
Travis Konecny,Andrei Vasilevskiy,2021,2021
Jack Eichel,Tristan Jarry,2021,2021
Reilly Smith,Tristan Jarry,2021,2021
Brock McGinn,Logan Thompson,2021,2021
Rickard Rakell,Logan Thompson,2021,2021
Shea Theodore,Tristan Jarry,2021,2021
Jake Guentzel,Logan Thompson,2021,2021
Kasperi Kapanen,Logan Thompson,2021,2021
Pavel Buchnevich,Antti Raanta,2021,2021
Noel Acciari,Antti Raanta,2021,2021
Brent Burns,Jordan Binnington,2021,2021
Jordan Martinook,Jordan Binnington,2021,2021
Seth Jarvis,Jordan Binnington,2021,2021
Torey Krug,Antti Raanta,2021,2021
Jordan Martinook,Jordan Binnington,2021,2021
Ryan O'Reilly,Pyotr Kochetkov,2021,2021
Leon Draisaitl,Marc-Andre Fleury,2021,2021
Joel Eriksson Ek,Jack Campbell,2021,2021
Connor McDavid,Marc-Andre Fleury,2021,2021
Kirill Kaprizov,Jack Campbell,2021,2021
Frederick Gaudreau,Jack Campbell,2021,2021
Sam Steel,Jack Campbell,2021,2021
Mats Zuccarello,Jack Campbell,2021,2021
Klim Kostin,Marc-Andre Fleury,2021,2021
Jason Robertson,Anthony Stolarz,2021,2021
Jason Robertson,Anthony Stolarz,2021,2021
Joel Kiviranta,Anthony Stolarz,2021,2021
Jason Robertson,Anthony Stolarz,2021,2021
Wyatt Johnston,Anthony Stolarz,2022,2021
Juraj Slafkovský,Jacob Markstrom,2022,2021
Elias Lindholm,Jake Allen,2021,2021
Cole Caufield,Jacob Markstrom,2021,2021
Matthew Tkachuk,Thatcher Demko,2021,2021
Gustav Forsling,Thatcher Demko,2021,2021
Ryan Lomberg,Thatcher Demko,2021,2021
Sam Bennett,Spencer Martin,2021,2021
Dakota Joshua,Spencer Knight,2021,2021
Sam Bennett,Spencer Martin,2021,2021
Martin Fehérváry,Philipp Grubauer,2021,2021
Conor Sheary,Philipp Grubauer,2021,2021
Jaden Schwartz,Darcy Kuemper,2021,2021
Yanni Gourde,Darcy Kuemper,2021,2021
Matty Beniers,Darcy Kuemper,2021,2021
Christian Fischer,Jonathan Quick,2021,2021
Anze Kopitar,Karel Vejmelka,2021,2021
Matias Maccelli,Jonathan Quick,2021,2021
Nick Bjugstad,Jonathan Quick,2021,2021
Trevor Moore,Karel Vejmelka,2021,2021
Carl Grundstrom,Karel Vejmelka,2021,2021
Anze Kopitar,Karel Vejmelka,2021,2021
Vitali Kravtsov,Cam Talbot,2022,2021
Tim Stützle,Igor Shesterkin,2021,2021
Mika Zibanejad,Cam Talbot,2021,2021
Brady Tkachuk,Igor Shesterkin,2021,2021
Brady Tkachuk,Igor Shesterkin,2021,2021
Filip Forsberg,Ilya Sorokin,2021,2021
Roman Josi,Ilya Sorokin,2021,2021
Mathew Barzal,Kevin Lankinen,2021,2021
Patrik Laine,David Rittich,2021,2021
Erik Gudbranson,David Rittich,2021,2021
Patrik Laine,David Rittich,2021,2021
Gustav Nyquist,David Rittich,2021,2021
Pierre-Luc Dubois,Joonas Korpisalo,2021,2021
Calen Addison,John Gibson,2021,2021
Ryan Strome,Filip Gustavsson,2021,2021
Connor Dewar,John Gibson,2021,2021
Cam Fowler,Filip Gustavsson,2021,2021
Trevor Zegras,Filip Gustavsson,2021,2021
Joel Eriksson Ek,John Gibson,2021,2021
Troy Terry,Filip Gustavsson,2021,2021
Kirill Kaprizov,John Gibson,2021,2021
Trevor Zegras,Filip Gustavsson,2021,2021
Kirill Kaprizov,John Gibson,2021,2021
Matt Boldy,John Gibson,2021,2021
David Pastrnak,Pavel Francouz,2021,2021
Trent Frederic,Pavel Francouz,2021,2021
David Pastrnak,Pavel Francouz,2021,2021
Andrew Cogliano,Linus Ullmark,2021,2021
Trent Frederic,Pavel Francouz,2021,2021
Jake DeBrusk,Pavel Francouz,2021,2021
Nick Suzuki,Stuart Skinner,2021,2021
Ryan Nugent-Hopkins,Jake Allen,2021,2021
Leon Draisaitl,Jake Allen,2021,2021
Connor McDavid,Jake Allen,2021,2021
Evgenii Dadonov,Stuart Skinner,2021,2021
Arber Xhekaj,Stuart Skinner,2022,2021
Darnell Nurse,Jake Allen,2021,2021
Connor McDavid,Jake Allen,2021,2021
Fabian Zetterlund,Carter Hart,2021,2021
Travis Konecny,Akira Schmid,2021,2021
Dawson Mercer,Carter Hart,2021,2021
Jack Hughes,Carter Hart,2021,2021
Lukas Sedlak,Akira Schmid,2022,2021
Tomas Hertl,Anton Forsberg,2021,2021
Brady Tkachuk,Kaapo Kahkonen,2021,2021
Tomas Hertl,Anton Forsberg,2021,2021
Claude Giroux,Kaapo Kahkonen,2021,2021
Tim Stützle,Kaapo Kahkonen,2021,2021
Thomas Chabot,Kaapo Kahkonen,2021,2021
Claude Giroux,Kaapo Kahkonen,2021,2021
Kasperi Kapanen,Jordan Binnington,2021,2021
Bryan Rust,Jordan Binnington,2021,2021
Pavel Buchnevich,Tristan Jarry,2021,2021
Kasperi Kapanen,Jordan Binnington,2021,2021
Jason Zucker,Jordan Binnington,2021,2021
Vladimir Tarasenko,Tristan Jarry,2021,2021
Kasperi Kapanen,Thomas Greiss,2021,2021
Mitch Marner,Andrei Vasilevskiy,2021,2021
Vladislav Namestnikov,Matt Murray,2021,2021
William Nylander,Andrei Vasilevskiy,2021,2021
Nikita Kucherov,Matt Murray,2021,2021
Ross Colton,Matt Murray,2021,2021
Mitch Marner,Andrei Vasilevskiy,2021,2021
Alex Killorn,Matt Murray,2021,2021
Jack Eichel,Ville Husso,2021,2021
Jonathan Marchessault,Ville Husso,2021,2021
Oskar Sundqvist,Adin Hill,2021,2021
Phil Kessel,Ville Husso,2021,2021
Reese Johnson,Jaroslav Halak,2021,2021
Patrick Kane,Jaroslav Halak,2021,2021
Max Domi,Jaroslav Halak,2021,2021
Mika Zibanejad,Petr Mrazek,2021,2021
Taylor Raddysh,Jaroslav Halak,2021,2021
Chris Kreider,Arvid Soderblom,2021,2021
Christian Fischer,Spencer Martin,2021,2021
Bo Horvat,Karel Vejmelka,2021,2021
Jakob Chychrun,Spencer Martin,2021,2021
Brock Boeser,Karel Vejmelka,2021,2021
Bo Horvat,Karel Vejmelka,2021,2021
Carter Verhaeghe,Philipp Grubauer,2021,2021
Carter Verhaeghe,Philipp Grubauer,2021,2021
Jared McCann,Spencer Knight,2021,2021
Matthew Tkachuk,Philipp Grubauer,2021,2021
Aleksi Heponiemi,Philipp Grubauer,2021,2021
Gustav Forsling,Philipp Grubauer,2021,2021
Blake Coleman,Darcy Kuemper,2021,2021
Conor Sheary,Dan Vladar,2021,2021
Andrew Mangiapane,Darcy Kuemper,2021,2021
Adam Ruzicka,Charlie Lindgren,2021,2021
Andrew Mangiapane,Charlie Lindgren,2021,2021
John Carlson,Dan Vladar,2021,2021
Brady Skjei,Jonathan Quick,2021,2021
Martin Necas,Jonathan Quick,2021,2021
Sebastian Aho,Jonathan Quick,2021,2021
Arthur Kaliyev,Pyotr Kochetkov,2021,2021
Andrei Svechnikov,Jonathan Quick,2021,2021
Samuel Fagemo,Pyotr Kochetkov,2021,2021
Jakob Silfverberg,Connor Hellebuyck,2021,2021
Brett Leason,Connor Hellebuyck,2021,2021
Saku Maenalanen,Anthony Stolarz,2022,2021
Dylan Samberg,Anthony Stolarz,2021,2021
Morgan Barron,Anthony Stolarz,2021,2021
Mark Scheifele,Anthony Stolarz,2021,2021
Nate Schmidt,Anthony Stolarz,2021,2021
Kirill Kaprizov,Jake Oettinger,2021,2021
Roope Hintz,Marc-Andre Fleury,2021,2021
Connor Dewar,Jake Oettinger,2021,2021
Jake Middleton,Jake Oettinger,2021,2021
Jordan Greenway,Jake Oettinger,2021,2021
Joel Eriksson Ek,Scott Wedgewood,2021,2021
Roope Hintz,Marc-Andre Fleury,2021,2021
Jason Robertson,Marc-Andre Fleury,2021,2021
Mason Marchment,Marc-Andre Fleury,2021,2021
Roope Hintz,Marc-Andre Fleury,2021,2021
Jason Robertson,Marc-Andre Fleury,2021,2021
Mats Zuccarello,Scott Wedgewood,2021,2021
Joe Pavelski,Marc-Andre Fleury,2021,2021
Kirill Kaprizov,Scott Wedgewood,2021,2021
Frederick Gaudreau,Scott Wedgewood,2021,2021
Austin Czarnik,Joonas Korpisalo,2021,2021
Dominik Kubalik,Joonas Korpisalo,2021,2021
Lucas Raymond,Joonas Korpisalo,2021,2021
Marcus Bjork,Ville Husso,2022,2021
Kent Johnson,Ville Husso,2021,2021
Andrew Copp,Joonas Korpisalo,2021,2021
Tage Thompson,Aaron Dell,2021,2021
Nick Bonino,Ukko-Pekka Luukkonen,2021,2021
Kevin Labanc,Ukko-Pekka Luukkonen,2021,2021
JJ Peterka,Aaron Dell,2021,2021
Jeff Skinner,Aaron Dell,2021,2021
Jack Quinn,Aaron Dell,2021,2021
Jack Quinn,Aaron Dell,2021,2021
Oskar Lindblom,Ukko-Pekka Luukkonen,2021,2021
Matt Martin,Arvid Soderblom,2021,2021
Zach Parise,Arvid Soderblom,2021,2021
Brock Nelson,Arvid Soderblom,2021,2021
Alex Newhook,Carter Hart,2021,2021
Travis Sanheim,Alexandar Georgiev,2021,2021
Tanner Laczynski,Alexandar Georgiev,2021,2021
Tony DeAngelo,Alexandar Georgiev,2021,2021
Owen Tippett,Alexandar Georgiev,2021,2021
Mikko Rantanen,Carter Hart,2021,2021
Alex Newhook,Carter Hart,2021,2021
Braden Schneider,Jordan Binnington,2021,2021
Pavel Buchnevich,Igor Shesterkin,2021,2021
Adam Fox,Jordan Binnington,2021,2021
Vladimir Tarasenko,Igor Shesterkin,2021,2021
Vincent Trocheck,Jordan Binnington,2021,2021
Jordan Kyrou,Igor Shesterkin,2021,2021
Ryan O'Reilly,Igor Shesterkin,2021,2021
K'Andre Miller,Jordan Binnington,2021,2021
Alexis Lafrenière,Jordan Binnington,2021,2021
Chris Kreider,Jordan Binnington,2021,2021
Paul Cotter,Jeremy Swayman,2021,2021
Jonathan Marchessault,Jeremy Swayman,2021,2021
Paul Cotter,Jeremy Swayman,2021,2021
Brad Marchand,Logan Thompson,2021,2021
David Pastrnak,Logan Thompson,2021,2021
Taylor Hall,Logan Thompson,2021,2021
Reilly Smith,Jeremy Swayman,2021,2021
Brett Kulak,Charlie Lindgren,2021,2021
Lars Eller,Stuart Skinner,2021,2021
Connor McDavid,Charlie Lindgren,2021,2021
T.J. Oshie,Stuart Skinner,2021,2021
Nic Dowd,Stuart Skinner,2021,2021
Dillon Dube,Karel Vejmelka,2021,2021
Elias Lindholm,Karel Vejmelka,2021,2021
Shayne Gostisbehere,Dan Vladar,2021,2021
Jakob Chychrun,Dan Vladar,2021,2021
Nazem Kadri,Karel Vejmelka,2021,2021
Cole Caufield,Spencer Martin,2021,2021
