Shooter,Goalie,Shooter_Year,Goalie_Year
Jake Virtanen,Corey Crawford,2017,2016
Jack Hughes,David Rittich,2019,2016
Derek Ryan,Mackenzie Blackwood,2016,2018
Nikita Gusev,David Rittich,2019,2016
Sean Monahan,Mackenzie Blackwood,2016,2018
Mikael Backlund,Mackenzie Blackwood,2016,2018
Noah Hanifin,Mackenzie Blackwood,2016,2018
Johnny Gaudreau,Mackenzie Blackwood,2016,2018
Cale Makar,Pekka Rinne,2019,2016
Ryan Ellis,Pavel Francouz,2016,2018
Nathan MacKinnon,Pekka Rinne,2016,2016
Filip Forsberg,Pavel Francouz,2016,2018
Matt Duchene,Pavel Francouz,2016,2018
Joonas Donskoi,Pekka Rinne,2016,2016
Ryan Graves,Pekka Rinne,2018,2016
Andre Burakovsky,Pekka Rinne,2016,2016
Matt Nieto,Juuse Saros,2016,2016
Matt Calvert,Juuse Saros,2016,2016
Joonas Donskoi,Juuse Saros,2016,2016
Craig Smith,Pavel Francouz,2016,2018
Joonas Donskoi,Juuse Saros,2016,2016
Gustav Nyquist,Darcy Kuemper,2016,2016
Carl Soderberg,Joonas Korpisalo,2016,2016
Jakob Chychrun,Joonas Korpisalo,2016,2016
Emil Bemstrom,Darcy Kuemper,2019,2016
Oliver Bjorkstrand,Darcy Kuemper,2016,2016
Nikita Kucherov,Linus Ullmark,2016,2016
Alex Killorn,Linus Ullmark,2016,2016
Sam Reinhart,Andrei Vasilevskiy,2016,2016
Yanni Gourde,Linus Ullmark,2016,2016
Sam Reinhart,Andrei Vasilevskiy,2016,2016
David Krejci,Jonathan Bernier,2016,2016
Dylan Larkin,Tuukka Rask,2016,2016
Robby Fabbri,Tuukka Rask,2016,2016
Robby Fabbri,Tuukka Rask,2016,2016
Patrice Bergeron,Jonathan Bernier,2016,2016
Logan Couture,Alex Stalock,2016,2016
Timo Meier,Alex Stalock,2016,2016
Marcus Sorensen,Alex Stalock,2016,2016
Radim Simek,Alex Stalock,2018,2016
Luke Kunin,Martin Jones,2017,2016
Tomas Hertl,Devan Dubnyk,2016,2016
Eric Staal,Martin Jones,2016,2016
Evander Kane,Devan Dubnyk,2016,2016
Brad Hunt,Martin Jones,2016,2016
Ryan Donato,Martin Jones,2017,2016
Jason Zucker,Martin Jones,2016,2016
J.T. Miller,Connor Hellebuyck,2016,2016
Jack Roslovic,Thatcher Demko,2017,2017
Mark Scheifele,Thatcher Demko,2016,2017
Kyle Connor,Thatcher Demko,2016,2017
Leon Draisaitl,Cory Schneider,2016,2016
Gaetan Haas,Cory Schneider,2019,2016
James Neal,Cory Schneider,2016,2016
Alex Chiasson,Cory Schneider,2016,2016
Philippe Myers,Frederik Andersen,2018,2016
Oskar Lindblom,Frederik Andersen,2017,2016
Travis Dermott,Brian Elliott,2017,2016
William Nylander,Brian Elliott,2016,2016
Claude Giroux,Frederik Andersen,2016,2016
William Nylander,Brian Elliott,2016,2016
Sean Couturier,Frederik Andersen,2016,2016
Shea Weber,Jonathan Quick,2016,2016
Nate Thompson,Jonathan Quick,2016,2016
Shea Weber,Jonathan Quick,2016,2016
Anze Kopitar,Carey Price,2016,2016
Blake Lizotte,Carey Price,2019,2016
Mathew Barzal,Sergei Bobrovsky,2017,2016
Aleksander Barkov,Thomas Greiss,2016,2016
Scott Mayfield,Sergei Bobrovsky,2016,2016
Filip Chlapik,James Reimer,2017,2016
Vladislav Namestnikov,James Reimer,2016,2016
Jean-Gabriel Pageau,James Reimer,2016,2016
Andrei Svechnikov,Anders Nilsson,2018,2016
Brady Tkachuk,James Reimer,2018,2016
Evgeny Kuznetsov,Marc-Andre Fleury,2016,2016
Tom Wilson,Marc-Andre Fleury,2016,2016
Max Pacioretty,Braden Holtby,2016,2016
Jonas Siegenthaler,Marc-Andre Fleury,2019,2016
Reilly Smith,Braden Holtby,2016,2016
Nicklas Backstrom,Marc-Andre Fleury,2016,2016
Sam Reinhart,Curtis McElhinney,2016,2016
Patrick Maroon,Carter Hutton,2016,2016
Victor Hedman,Carter Hutton,2016,2016
Patrick Maroon,Carter Hutton,2016,2016
Victor Olofsson,Curtis McElhinney,2018,2016
Yanni Gourde,Carter Hutton,2016,2016
Mathieu Joseph,Carter Hutton,2018,2016
Jack Eichel,Curtis McElhinney,2016,2016
Emil Bemstrom,Pavel Francouz,2019,2018
Samuel Girard,Joonas Korpisalo,2017,2016
Zach Werenski,Pavel Francouz,2016,2018
Cale Makar,Joonas Korpisalo,2019,2016
Cale Makar,Joonas Korpisalo,2019,2016
Nazem Kadri,Joonas Korpisalo,2016,2016
Dominik Kubalik,Matt Murray,2019,2016
Patrick Kane,Matt Murray,2016,2016
Jake Guentzel,Corey Crawford,2016,2016
Bryan Rust,Corey Crawford,2016,2016
Jake Guentzel,Corey Crawford,2016,2016
Patrick Kane,Matt Murray,2016,2016
Jared McCann,Corey Crawford,2016,2016
Michael Grabner,Devan Dubnyk,2016,2016
Jakob Chychrun,Devan Dubnyk,2016,2016
Mikko Koivu,Darcy Kuemper,2016,2016
Vinnie Hinostroza,Devan Dubnyk,2016,2016
Kevin Fiala,Darcy Kuemper,2016,2016
Mathew Dumba,Darcy Kuemper,2016,2016
Ryan Hartman,Darcy Kuemper,2016,2016
Filip Forsberg,Martin Jones,2016,2016
Tomas Hertl,Juuse Saros,2016,2016
Timo Meier,Juuse Saros,2016,2016
Ivan Barbashev,David Rittich,2016,2016
Ryan O'Reilly,David Rittich,2016,2016
Matthew Tkachuk,Jordan Binnington,2016,2018
Travis Hamonic,Jordan Binnington,2016,2018
David Perron,David Rittich,2016,2016
Patrik Laine,Anton Khudobin,2016,2016
Mattias Janmark,Connor Hellebuyck,2017,2016
Radek Faksa,Connor Hellebuyck,2016,2016
Andrew Copp,Anton Khudobin,2016,2016
Mark Scheifele,Anton Khudobin,2016,2016
Ryan Lindgren,Samuel Montembeault,2019,2018
Aleksander Barkov,Henrik Lundqvist,2016,2016
Dominic Toninato,Henrik Lundqvist,2018,2016
Filip Chytil,Samuel Montembeault,2017,2018
Evgenii Dadonov,Henrik Lundqvist,2017,2016
Brady Skjei,Samuel Montembeault,2016,2018
Kaapo Kakko,Samuel Montembeault,2019,2018
Frank Vatrano,Henrik Lundqvist,2016,2016
Chris Kreider,Samuel Montembeault,2016,2018
Brian Boyle,Henrik Lundqvist,2016,2016
Frank Vatrano,Henrik Lundqvist,2016,2016
Kaapo Kakko,Samuel Montembeault,2019,2018
Vincent Trocheck,Henrik Lundqvist,2016,2016
Wayne Simmonds,Jacob Markstrom,2016,2016
Jesper Bratt,Jacob Markstrom,2017,2016
Brock Boeser,Mackenzie Blackwood,2016,2018
Jonathan Marchessault,Jonathan Bernier,2016,2016
Andreas Athanasiou,Malcolm Subban,2016,2016
Max Pacioretty,Jonathan Bernier,2016,2016
Madison Bowey,Malcolm Subban,2018,2016
Anthony Mantha,Malcolm Subban,2016,2016
Travis Konecny,Jaroslav Halak,2016,2016
Philippe Myers,Jaroslav Halak,2018,2016
Danton Heinen,Carter Hart,2017,2018
Brad Marchand,Carter Hart,2016,2018
Joel Farabee,Jaroslav Halak,2019,2016
Ryan Nugent-Hopkins,John Gibson,2016,2016
Rickard Rakell,Mikko Koskinen,2016,2018
Connor McDavid,John Gibson,2016,2016
Ryan Nugent-Hopkins,John Gibson,2016,2016
Zack Kassian,John Gibson,2016,2016
Max Jones,Mikko Koskinen,2018,2018
Connor McDavid,John Gibson,2016,2016
Connor McDavid,John Gibson,2016,2016
David Pastrnak,Sergei Bobrovsky,2016,2016
Joakim Nordstrom,Sergei Bobrovsky,2016,2016
Anders Bjork,Sergei Bobrovsky,2017,2016
Zdeno Chara,Sergei Bobrovsky,2016,2016
Aaron Ekblad,Tuukka Rask,2016,2016
Frank Vatrano,Tuukka Rask,2016,2016
Mike Hoffman,Tuukka Rask,2016,2016
Keith Yandle,Tuukka Rask,2016,2016
Vincent Trocheck,Tuukka Rask,2016,2016
Charlie Coyle,Samuel Montembeault,2016,2018
Mike Hoffman,Tuukka Rask,2016,2016
Patrick Kane,Michael Hutchinson,2016,2016
Kirby Dach,Michael Hutchinson,2019,2016
Patrick Kane,Michael Hutchinson,2016,2016
William Nylander,Robin Lehner,2016,2016
Jonathan Toews,Michael Hutchinson,2016,2016
William Nylander,Robin Lehner,2016,2016
John Tavares,Robin Lehner,2016,2016
Brandon Saad,Michael Hutchinson,2016,2016
Andreas Johnsson,Robin Lehner,2017,2016
Warren Foegele,Anders Nilsson,2017,2016
Martin Necas,Anders Nilsson,2018,2016
Sebastian Aho,Anders Nilsson,2016,2016
Haydn Fleury,Anders Nilsson,2019,2016
Dougie Hamilton,Craig Anderson,2016,2016
Colin White,Petr Mrazek,2017,2016
Sebastian Aho,Craig Anderson,2016,2016
Brady Tkachuk,Petr Mrazek,2018,2016
Ryan Dzingel,Craig Anderson,2016,2016
Joel Edmundson,Craig Anderson,2016,2016
Clayton Keller,Ilya Samsonov,2017,2019
Christian Fischer,Ilya Samsonov,2016,2019
Michael Grabner,Ilya Samsonov,2016,2019
Evgeny Kuznetsov,Antti Raanta,2016,2016
Evgeny Kuznetsov,Antti Raanta,2016,2016
T.J. Oshie,Antti Raanta,2016,2016
Nick Schmaltz,Ilya Samsonov,2016,2019
Conor Garland,Ilya Samsonov,2018,2019
Jaden Schwartz,Darcy Kuemper,2016,2016
Clayton Keller,Jordan Binnington,2017,2018
Colton Parayko,Darcy Kuemper,2016,2016
Conor Garland,Jordan Binnington,2018,2018
Nick Schmaltz,Jordan Binnington,2016,2018
Conor Garland,Jordan Binnington,2018,2018
Eric Robinson,Carey Price,2019,2016
Brendan Gallagher,Elvis Merzlikins,2016,2019
Zach Werenski,Carey Price,2016,2016
Tomas Tatar,Elvis Merzlikins,2016,2019
Jonathan Drouin,Elvis Merzlikins,2016,2019
Cale Makar,Connor Hellebuyck,2019,2016
Nathan MacKinnon,Connor Hellebuyck,2016,2016
Nathan MacKinnon,Connor Hellebuyck,2016,2016
Joonas Donskoi,Connor Hellebuyck,2016,2016
Kaapo Kakko,Matt Murray,2019,2016
Adam Fox,Matt Murray,2019,2016
Justin Schultz,Alexandar Georgiev,2016,2017
Jared McCann,Alexandar Georgiev,2016,2017
Kaapo Kakko,Matt Murray,2019,2016
Tanner Pearson,Pekka Rinne,2016,2016
Calle Jarnkrok,Thatcher Demko,2016,2017
Elias Pettersson,Pekka Rinne,2018,2016
Mikael Granlund,Thatcher Demko,2016,2017
Adam Gaudette,Pekka Rinne,2018,2016
Elias Pettersson,Pekka Rinne,2018,2016
Filip Forsberg,Thatcher Demko,2016,2017
Anze Kopitar,Devan Dubnyk,2016,2016
Jeff Carter,Devan Dubnyk,2016,2016
Mathew Dumba,Jonathan Quick,2016,2016
Jakob Silfverberg,Jonathan Bernier,2016,2016
Joshua Mahura,Jonathan Bernier,2018,2016
Filip Hronek,Ryan Miller,2018,2016
Cam Fowler,Jonathan Bernier,2016,2016
Andreas Athanasiou,Ryan Miller,2016,2016
Dylan Larkin,Ryan Miller,2016,2016
Dennis Cholowski,Ryan Miller,2018,2016
Wayne Simmonds,Craig Anderson,2016,2016
Jean-Gabriel Pageau,Mackenzie Blackwood,2016,2018
Will Butcher,Craig Anderson,2017,2016
Mark Borowiecki,Mackenzie Blackwood,2016,2018
Jean-Gabriel Pageau,Mackenzie Blackwood,2016,2018
Brent Burns,Mike Smith,2016,2016
Evander Kane,Mike Smith,2016,2016
Patrick Marleau,Mike Smith,1997,2016
Barclay Goodrow,Mike Smith,2017,2016
Leon Draisaitl,Martin Jones,2016,2016
Tomas Hertl,Mike Smith,2016,2016
Zack Kassian,Martin Jones,2016,2016
Timo Meier,Mike Smith,2016,2016
Sam Gagner,Martin Jones,2016,2016
Mathew Barzal,Frederik Andersen,2017,2016
Anthony Beauvillier,Frederik Andersen,2016,2016
Kasperi Kapanen,Semyon Varlamov,2016,2016
William Nylander,Semyon Varlamov,2016,2016
Anthony Beauvillier,Frederik Andersen,2016,2016
Derick Brassard,Frederik Andersen,2016,2016
Justin Holl,Semyon Varlamov,2017,2016
John Tavares,Semyon Varlamov,2016,2016
Brendan Leipsic,Carter Hart,2017,2018
Claude Giroux,Braden Holtby,2016,2016
T.J. Oshie,Carter Hart,2016,2018
Claude Giroux,Braden Holtby,2016,2016
Evgeny Kuznetsov,Carter Hart,2016,2018
William Carrier,Corey Crawford,2016,2016
William Karlsson,Corey Crawford,2016,2016
Patrick Kane,Marc-Andre Fleury,2016,2016
Calvin de Haan,Marc-Andre Fleury,2016,2016
Erik Gustafsson,Marc-Andre Fleury,2017,2016
Kirby Dach,Marc-Andre Fleury,2019,2016
Dylan Strome,Marc-Andre Fleury,2017,2016
Nate Schmidt,Corey Crawford,2016,2016
Joe Pavelski,Cam Talbot,2016,2016
Justin Dowling,Cam Talbot,2019,2016
Sean Monahan,Ben Bishop,2016,2016
Jeff Skinner,Petr Mrazek,2016,2016
Jordan Staal,Carter Hutton,2016,2016
Sebastian Aho,Carter Hutton,2016,2016
Teuvo Teravainen,Carter Hutton,2016,2016
Curtis Lazar,Petr Mrazek,2016,2016
Henri Jokiharju,Petr Mrazek,2019,2016
Andrei Svechnikov,Carter Hutton,2018,2016
Johan Larsson,Petr Mrazek,2016,2016
Dougie Hamilton,Carter Hutton,2016,2016
Luke Schenn,Alexandar Georgiev,2016,2017
Alex Killorn,Alexandar Georgiev,2016,2017
Nikita Kucherov,Alexandar Georgiev,2016,2017
Ondrej Palat,Alexandar Georgiev,2016,2017
Chris Kreider,Andrei Vasilevskiy,2016,2016
Steven Stamkos,Henrik Lundqvist,2016,2016
Patrick Maroon,Henrik Lundqvist,2016,2016
Kevin Shattenkirk,Henrik Lundqvist,2016,2016
Alex Killorn,Henrik Lundqvist,2016,2016
Filip Chytil,Andrei Vasilevskiy,2017,2016
Yanni Gourde,Alexandar Georgiev,2016,2017
Filip Chytil,Andrei Vasilevskiy,2017,2016
Josh Morrissey,Sergei Bobrovsky,2016,2016
Aleksander Barkov,Laurent Brossoit,2016,2016
Nikolaj Ehlers,Sergei Bobrovsky,2016,2016
Vincent Trocheck,Laurent Brossoit,2016,2016
Mark Scheifele,Sergei Bobrovsky,2016,2016
Adam Lowry,Sergei Bobrovsky,2016,2016
Vincent Trocheck,Laurent Brossoit,2016,2016
Justin Dowling,Jacob Markstrom,2019,2016
Blake Comeau,Jacob Markstrom,2016,2016
Jake Virtanen,Anton Khudobin,2017,2016
Troy Stecher,Anton Khudobin,2016,2016
Tyler Seguin,Jacob Markstrom,2016,2016
Alexander Radulov,Jacob Markstrom,2016,2016
Andre Burakovsky,Mike Smith,2016,2016
Ryan Nugent-Hopkins,Adam Werner,2016,2019
Connor McDavid,Adam Werner,2016,2019
Zack Kassian,Adam Werner,2016,2019
Connor McDavid,Adam Werner,2016,2019
Connor McDavid,Adam Werner,2016,2019
Andre Burakovsky,Mike Smith,2016,2016
Ryan Nugent-Hopkins,Antoine Bibeau,2016,2016
Kevin Fiala,Antti Raanta,2016,2016
Conor Garland,Devan Dubnyk,2018,2016
Zach Parise,Antti Raanta,2016,2016
Lawson Crouse,Devan Dubnyk,2016,2016
Jordan Greenway,Antti Raanta,2018,2016
Anze Kopitar,Jonathan Bernier,2016,2016
Tyler Bertuzzi,Jonathan Quick,2017,2016
Tyler Bertuzzi,Jonathan Quick,2017,2016
Adrian Kempe,Jonathan Bernier,2016,2016
Alex Iafallo,Jonathan Bernier,2017,2016
Rickard Rakell,Martin Jones,2016,2016
Tomas Hertl,John Gibson,2016,2016
Jakob Silfverberg,Martin Jones,2016,2016
Tomas Hertl,John Gibson,2016,2016
Brent Burns,John Gibson,2016,2016
Evander Kane,John Gibson,2016,2016
Max Jones,Martin Jones,2018,2016
Logan Couture,John Gibson,2016,2016
Travis Zajac,Matt Murray,2016,2016
Blake Coleman,Matt Murray,2016,2016
Jack Johnson,Mackenzie Blackwood,2016,2018
Phillip Danault,Ilya Samsonov,2016,2019
Shea Weber,Ilya Samsonov,2016,2019
Jordan Weal,Ilya Samsonov,2016,2019
Nick Suzuki,Ilya Samsonov,2019,2019
Alex Ovechkin,Carey Price,2016,2016
Evgeny Kuznetsov,Carey Price,2016,2016
Charlie Coyle,Frederik Andersen,2016,2016
Auston Matthews,Tuukka Rask,2016,2016
Brad Marchand,Frederik Andersen,2016,2016
Kasperi Kapanen,Tuukka Rask,2016,2016
Brad Marchand,Frederik Andersen,2016,2016
Joel Edmundson,Devan Dubnyk,2016,2016
Brock McGinn,Devan Dubnyk,2016,2016
Luke Kunin,James Reimer,2017,2016
Warren Foegele,Devan Dubnyk,2017,2016
Zach Parise,James Reimer,2016,2016
Carson Soucy,James Reimer,2019,2016
Andrei Svechnikov,Devan Dubnyk,2018,2016
Vladislav Gavrikov,Jake Allen,2019,2016
Mackenzie MacEachern,Joonas Korpisalo,2018,2016
Brayden Schenn,Joonas Korpisalo,2016,2016
Pierre-Luc Dubois,Jake Allen,2017,2016
Zach Werenski,Jake Allen,2016,2016
Tyler Pitlick,Anders Nilsson,2016,2016
Tyler Ennis,Carter Hart,2016,2018
Filip Chlapik,Carter Hart,2017,2018
Jason Dickinson,Mikko Koskinen,2016,2018
Jujhar Khaira,Ben Bishop,2016,2016
Leon Draisaitl,Ben Bishop,2016,2016
Miro Heiskanen,Mikko Koskinen,2018,2018
Jujhar Khaira,Ben Bishop,2016,2016
Ethan Bear,Anton Khudobin,2017,2016
Blake Comeau,Mikko Koskinen,2016,2018
Tyler Seguin,Mikko Koskinen,2016,2018
Jamie Benn,Mikko Koskinen,2016,2018
Mathieu Perreault,Andrei Vasilevskiy,2016,2016
Victor Hedman,Connor Hellebuyck,2016,2016
Jack Roslovic,Andrei Vasilevskiy,2017,2016
Nikolaj Ehlers,Andrei Vasilevskiy,2016,2016
Steven Stamkos,Connor Hellebuyck,2016,2016
Anthony Cirelli,Connor Hellebuyck,2017,2016
Derek Stepan,David Rittich,2016,2016
Carl Soderberg,David Rittich,2016,2016
Jack Eichel,Craig Anderson,2016,2016
Anthony Duclair,Linus Ullmark,2016,2016
Jack Eichel,Craig Anderson,2016,2016
Tyler Ennis,Linus Ullmark,2016,2016
Jack Eichel,Craig Anderson,2016,2016
Charlie Coyle,Braden Holtby,2016,2016
Travis Boyd,Jaroslav Halak,2018,2016
David Pastrnak,Braden Holtby,2016,2016
T.J. Oshie,Jaroslav Halak,2016,2016
Charlie Coyle,Braden Holtby,2016,2016
Nicklas Backstrom,Jaroslav Halak,2016,2016
Jakub Vrana,Jaroslav Halak,2016,2016
Mike Hoffman,Henrik Lundqvist,2016,2016
Ryan Strome,Sergei Bobrovsky,2016,2016
Evgenii Dadonov,Henrik Lundqvist,2017,2016
Artemi Panarin,Sergei Bobrovsky,2016,2016
Tony DeAngelo,Sergei Bobrovsky,2016,2016
Brett Connolly,Henrik Lundqvist,2016,2016
Evgenii Dadonov,Henrik Lundqvist,2017,2016
Brendan Gallagher,Mackenzie Blackwood,2016,2018
Nikita Gusev,Keith Kinkaid,2019,2016
Cale Fleury,Mackenzie Blackwood,2019,2018
Nick Suzuki,Mackenzie Blackwood,2019,2018
Nico Hischier,Keith Kinkaid,2017,2016
Wayne Simmonds,Keith Kinkaid,2016,2016
Kyle Palmieri,Keith Kinkaid,2016,2016
Jake Guentzel,Kasimir Kaskisuo,2016,2019
Evgeni Malkin,Kasimir Kaskisuo,2016,2019
Dominik Kahun,Kasimir Kaskisuo,2018,2019
Dominik Kahun,Kasimir Kaskisuo,2018,2019
Jared McCann,Kasimir Kaskisuo,2016,2019
Jason Spezza,Tristan Jarry,2016,2016
Bryan Rust,Kasimir Kaskisuo,2016,2019
Sean Couturier,Thomas Greiss,2016,2016
Ivan Provorov,Thomas Greiss,2016,2016
Oskar Lindblom,Thomas Greiss,2017,2016
Anthony Beauvillier,Brian Elliott,2016,2016
Mathew Barzal,Brian Elliott,2017,2016
Anthony Beauvillier,Brian Elliott,2016,2016
Jordan Eberle,Brian Elliott,2016,2016
Mathew Barzal,Brian Elliott,2017,2016
Ryan Getzlaf,Jordan Binnington,2016,2018
Derek Grant,Jordan Binnington,2017,2018
Vince Dunn,John Gibson,2017,2016
Derek Grant,Jordan Binnington,2017,2018
Erik Gustafsson,Pekka Rinne,2017,2016
Dominik Kubalik,Pekka Rinne,2019,2016
Brent Seabrook,Pekka Rinne,2016,2016
David Kampf,Pekka Rinne,2017,2016
Roman Josi,Robin Lehner,2016,2016
Patrick Kane,Juuse Saros,2016,2016
Alex Nylander,Juuse Saros,2017,2016
Alex Nylander,Juuse Saros,2017,2016
Roman Josi,Robin Lehner,2016,2016
Pierre-Edouard Bellemare,Thatcher Demko,2016,2017
Adam Gaudette,Antoine Bibeau,2018,2016
Nathan MacKinnon,Thatcher Demko,2016,2017
Nazem Kadri,Thatcher Demko,2016,2017
Adam Gaudette,Antoine Bibeau,2018,2016
Andre Burakovsky,Thatcher Demko,2016,2017
Alexander Edler,Antoine Bibeau,2016,2016
Brock Boeser,Antoine Bibeau,2016,2016
Nathan MacKinnon,Thatcher Demko,2016,2017
Blake Lizotte,Malcolm Subban,2019,2016
Drew Doughty,Malcolm Subban,2016,2016
Max Pacioretty,Jonathan Quick,2016,2016
Nikolai Prokhorkin,Malcolm Subban,2019,2016
Jonathan Marchessault,Jonathan Quick,2016,2016
William Karlsson,Jonathan Quick,2016,2016
Jeff Carter,Malcolm Subban,2016,2016
Kevin Labanc,Jimmy Howard,2016,2016
Marc-Edouard Vlasic,Jimmy Howard,2016,2016
Andreas Athanasiou,Martin Jones,2016,2016
Taro Hirose,Martin Jones,2018,2016
Erik Karlsson,Jimmy Howard,2016,2016
Andreas Athanasiou,Martin Jones,2016,2016
Kevin Labanc,Jimmy Howard,2016,2016
Kirby Dach,Carter Hutton,2019,2016
Kirby Dach,Carter Hutton,2019,2016
Patrick Kane,Carter Hutton,2016,2016
Jonathan Toews,Carter Hutton,2016,2016
Jack Eichel,Corey Crawford,2016,2016
Richard Panik,John Gibson,2016,2016
Alex Ovechkin,John Gibson,2016,2016
Chandler Stephenson,John Gibson,2017,2016
Jakub Vrana,John Gibson,2016,2016
Sam Steel,Braden Holtby,2018,2016
Nicolas Deslauriers,Braden Holtby,2017,2016
William Karlsson,Cam Talbot,2016,2016
Paul Stastny,Cam Talbot,2016,2016
Max Pacioretty,Cam Talbot,2016,2016
Cody Eakin,Cam Talbot,2016,2016
Mark Stone,Cam Talbot,2016,2016
William Karlsson,Cam Talbot,2016,2016
Conor Garland,Jack Campbell,2018,2017
Derek Stepan,Jack Campbell,2016,2017
Jakob Chychrun,Jack Campbell,2016,2017
Zach Parise,Linus Ullmark,2016,2016
Zach Parise,Linus Ullmark,2016,2016
Jonas Brodin,Linus Ullmark,2016,2016
Brandon Montour,Alex Stalock,2016,2016
Travis Sanheim,Sergei Bobrovsky,2017,2016
Colton Sceviour,Carter Hart,2016,2018
Brett Connolly,Carter Hart,2016,2018
Aleksander Barkov,Carter Hart,2016,2018
Jonathan Huberdeau,Carter Hart,2016,2018
Morgan Frost,Sergei Bobrovsky,2019,2016
Matt Grzelcyk,Mackenzie Blackwood,2017,2018
David Pastrnak,Mackenzie Blackwood,2016,2018
Blake Coleman,Tuukka Rask,2016,2016
David Pastrnak,Mackenzie Blackwood,2016,2018
Matt Grzelcyk,Mackenzie Blackwood,2017,2018
Connor Clifton,Mackenzie Blackwood,2019,2018
Bryan Rust,Semyon Varlamov,2016,2016
Brandon Tanev,Semyon Varlamov,2016,2016
Anthony Beauvillier,Matt Murray,2016,2016
Brock Nelson,Matt Murray,2016,2016
Brandon Tanev,Semyon Varlamov,2016,2016
Jake Guentzel,Semyon Varlamov,2016,2016
Josh Bailey,Matt Murray,2016,2016
Ryan Pulock,Matt Murray,2017,2016
Brock Nelson,Matt Murray,2016,2016
Anthony Duclair,Jonathan Bernier,2016,2016
Robby Fabbri,Anders Nilsson,2016,2016
Valtteri Filppula,Anders Nilsson,2016,2016
Anthony Duclair,Jonathan Bernier,2016,2016
Jean-Gabriel Pageau,Jonathan Bernier,2016,2016
Brady Tkachuk,Jonathan Bernier,2018,2016
Anthony Mantha,Anders Nilsson,2016,2016
Patrik Laine,Juuse Saros,2016,2016
Nikolaj Ehlers,Juuse Saros,2016,2016
Nick Bonino,Connor Hellebuyck,2016,2016
Eric Robinson,Carey Price,2019,2016
Artturi Lehkonen,Joonas Korpisalo,2016,2016
Joel Armia,Joonas Korpisalo,2016,2016
Pierre-Luc Dubois,Carey Price,2017,2016
Emil Bemstrom,Carey Price,2019,2016
Boone Jenner,Carey Price,2016,2016
Pierre-Luc Dubois,Carey Price,2017,2016
Anthony Cirelli,Jordan Binnington,2017,2018
David Perron,Andrei Vasilevskiy,2016,2016
Oskar Sundqvist,Andrei Vasilevskiy,2017,2016
Martin Necas,Robin Lehner,2018,2016
Andrei Svechnikov,Robin Lehner,2018,2016
Nino Niederreiter,Robin Lehner,2016,2016
Erik Gustafsson,Petr Mrazek,2017,2016
Connor Murphy,Petr Mrazek,2016,2016
Andre Burakovsky,David Rittich,2016,2016
Andre Burakovsky,David Rittich,2016,2016
Vladislav Kamenev,David Rittich,2018,2016
Derek Ryan,Philipp Grubauer,2016,2016
Andrew Mangiapane,Philipp Grubauer,2018,2016
Jamie Benn,Jacob Markstrom,2016,2016
Jamie Benn,Jacob Markstrom,2016,2016
Bo Horvat,Ben Bishop,2016,2016
Taylor Fedun,Jacob Markstrom,2018,2016
Miro Heiskanen,Jacob Markstrom,2018,2016
Justin Dowling,Jacob Markstrom,2019,2016
Corey Perry,Jacob Markstrom,2016,2016
Cody Glass,Frederik Andersen,2019,2016
Jason Spezza,Marc-Andre Fleury,2016,2016
Tomas Nosek,Frederik Andersen,2016,2016
Mark Stone,Frederik Andersen,2016,2016
Zach Hyman,Marc-Andre Fleury,2016,2016
Markus Granlund,Martin Jones,2016,2016
Zack Kassian,Martin Jones,2016,2016
Kevin Labanc,Mikko Koskinen,2016,2018
Jujhar Khaira,Martin Jones,2016,2016
James Neal,Martin Jones,2016,2016
Connor McDavid,Martin Jones,2016,2016
Barclay Goodrow,Mikko Koskinen,2017,2018
Artemi Panarin,Braden Holtby,2016,2016
Artemi Panarin,Braden Holtby,2016,2016
Pavel Buchnevich,Braden Holtby,2016,2016
Evgeny Kuznetsov,Henrik Lundqvist,2016,2016
Brett Howden,Braden Holtby,2018,2016
Evgeni Malkin,Thomas Greiss,2016,2016
Scott Mayfield,Matt Murray,2016,2016
Bryan Rust,Thomas Greiss,2016,2016
Anthony Beauvillier,Matt Murray,2016,2016
Brock Nelson,Matt Murray,2016,2016
Patric Hornqvist,Thomas Greiss,2016,2016
Brock Nelson,Matt Murray,2016,2016
Nick Suzuki,Craig Anderson,2019,2016
Jean-Gabriel Pageau,Carey Price,2016,2016
Brady Tkachuk,Carey Price,2018,2016
Rasmus Ristolainen,Tuukka Rask,2016,2016
Brad Marchand,Linus Ullmark,2016,2016
Brad Marchand,Linus Ullmark,2016,2016
David Pastrnak,Linus Ullmark,2016,2016
Brandon Montour,Tuukka Rask,2016,2016
Max Jones,Sergei Bobrovsky,2018,2016
Nick Ritchie,Sergei Bobrovsky,2016,2016
Rickard Rakell,Sergei Bobrovsky,2016,2016
Ondrej Kase,Sergei Bobrovsky,2016,2016
Brett Connolly,John Gibson,2016,2016
Brett Connolly,John Gibson,2016,2016
Aaron Ekblad,John Gibson,2016,2016
Dominic Toninato,John Gibson,2018,2016
Aaron Ekblad,John Gibson,2016,2016
Alexandre Texier,Jimmy Howard,2018,2016
Tyler Bertuzzi,Joonas Korpisalo,2017,2016
Cam Atkinson,Jimmy Howard,2016,2016
Filip Hronek,Joonas Korpisalo,2018,2016
Luke Glendening,Joonas Korpisalo,2016,2016
Oliver Bjorkstrand,Jimmy Howard,2016,2016
