Shooter,Goalie,Shooter_Year,Goalie_Year
Marcus Foligno,Samuel Montembeault,2016,2018
Mike Matheson,Alex Stalock,2016,2016
Kevin Hayes,Curtis McElhinney,2016,2016
Blake Wheeler,Curtis McElhinney,2016,2016
Ben Chiarot,Curtis McElhinney,2016,2016
Nikolaj Ehlers,Curtis McElhinney,2016,2016
Andrew Copp,Curtis McElhinney,2016,2016
Greg McKegg,Laurent Brossoit,2016,2016
Kyle Connor,Curtis McElhinney,2016,2016
Andrew Copp,Curtis McElhinney,2016,2016
Adam Lowry,Curtis McElhinney,2016,2016
Daniel Sprong,Carey Price,2017,2016
Adam Henrique,Carey Price,2016,2016
Paul Byron,John Gibson,2016,2016
Devin Shore,Carey Price,2016,2016
Shea Weber,John Gibson,2016,2016
Troy Terry,Carey Price,2018,2016
Corey Perry,Carey Price,2016,2016
Rickard Rakell,Carey Price,2016,2016
Adam Henrique,Carey Price,2016,2016
Max Jones,Carey Price,2018,2016
Nathan MacKinnon,Carter Hutton,2016,2016
Mikko Rantanen,Carter Hutton,2016,2016
Patrick Maroon,Martin Jones,2016,2016
Timo Meier,Jake Allen,2016,2016
Timo Meier,Jake Allen,2016,2016
Brayden Schenn,Martin Jones,2016,2016
Kevin Labanc,Jake Allen,2016,2016
Brad Marchand,Craig Anderson,2016,2016
Jean-Gabriel Pageau,Tuukka Rask,2016,2016
Brady Tkachuk,Tuukka Rask,2018,2016
Chris Wagner,Craig Anderson,2016,2016
David Krejci,Craig Anderson,2016,2016
Ryan McDonagh,Jonathan Bernier,2016,2016
Nikita Kucherov,Jonathan Bernier,2016,2016
Thomas Vanek,Louis Domingue,2016,2016
Nikita Kucherov,Jonathan Bernier,2016,2016
Anthony Mantha,Louis Domingue,2016,2016
Boone Jenner,Matt Murray,2016,2016
Cam Atkinson,Matt Murray,2016,2016
Zachary Aston-Reese,Sergei Bobrovsky,2017,2016
Oliver Bjorkstrand,Matt Murray,2016,2016
Scott Mayfield,Brian Elliott,2016,2016
Ryan Hartman,Thomas Greiss,2016,2016
James van Riemsdyk,Thomas Greiss,2016,2016
Sean Couturier,Thomas Greiss,2016,2016
Nolan Patrick,Thomas Greiss,2017,2016
Travis Konecny,Thomas Greiss,2016,2016
Nick Leddy,Brian Elliott,2016,2016
Damon Severson,Henrik Lundqvist,2016,2016
Blake Coleman,Henrik Lundqvist,2016,2016
Ryan Strome,Cory Schneider,2016,2016
Libor Hajek,Cory Schneider,2018,2016
Vladislav Namestnikov,Cory Schneider,2016,2016
Nino Niederreiter,Juuse Saros,2016,2016
Nino Niederreiter,Juuse Saros,2016,2016
Craig Smith,Petr Mrazek,2016,2016
Justin Williams,Juuse Saros,2016,2016
Brian Boyle,Petr Mrazek,2016,2016
Jordan Martinook,Juuse Saros,2016,2016
Mikael Granlund,Petr Mrazek,2016,2016
Morgan Rielly,Anthony Stolarz,2016,2016
John Tavares,Anthony Stolarz,2016,2016
Jake Muzzin,Anthony Stolarz,2016,2016
Ryan Nugent-Hopkins,Frederik Andersen,2016,2016
Oscar Klefbom,Frederik Andersen,2016,2016
Christian Dvorak,Jack Campbell,2016,2017
Michael Grabner,Jack Campbell,2016,2017
Adrian Kempe,Darcy Kuemper,2016,2016
Carl Grundstrom,Darcy Kuemper,2018,2016
Christian Dvorak,Jack Campbell,2016,2017
Michael Grabner,Jack Campbell,2016,2017
David Kampf,Anton Khudobin,2017,2016
Alexander Radulov,Corey Crawford,2016,2016
Alex DeBrincat,Anton Khudobin,2017,2016
Mark Stone,Jacob Markstrom,2016,2016
Alex Tuch,Jacob Markstrom,2017,2016
Cody Eakin,Jacob Markstrom,2016,2016
Brock Boeser,Marc-Andre Fleury,2016,2016
Tomas Nosek,Jacob Markstrom,2016,2016
Paul Stastny,Jacob Markstrom,2016,2016
Bo Horvat,Marc-Andre Fleury,2016,2016
Nate Schmidt,Thatcher Demko,2016,2017
Joshua Brown,Jimmy Howard,2018,2016
Jamie McGinn,Jimmy Howard,2016,2016
Frank Vatrano,Jimmy Howard,2016,2016
Thomas Vanek,Samuel Montembeault,2016,2018
Jonathan Huberdeau,Jimmy Howard,2016,2016
Dryden Hunt,Jimmy Howard,2018,2016
Aleksander Barkov,Jimmy Howard,2016,2016
Nick Bjugstad,Jaroslav Halak,2016,2016
Jared McCann,Jaroslav Halak,2016,2016
David Krejci,Matt Murray,2016,2016
Jake Guentzel,Jaroslav Halak,2016,2016
John Moore,Matt Murray,2016,2016
Nicklas Backstrom,Connor Hellebuyck,2016,2016
Mathieu Perreault,Pheonix Copley,2016,2016
Carl Hagelin,Connor Hellebuyck,2016,2016
Andrew Mangiapane,Malcolm Subban,2018,2016
Mikael Backlund,Malcolm Subban,2016,2016
Brandon Pirri,David Rittich,2016,2016
Matthew Tkachuk,Malcolm Subban,2016,2016
Reilly Smith,David Rittich,2016,2016
Mark Stone,David Rittich,2016,2016
Mikael Backlund,Malcolm Subban,2016,2016
Matthew Tkachuk,Malcolm Subban,2016,2016
Tyler Johnson,Frederik Andersen,2016,2016
Anthony Cirelli,Frederik Andersen,2017,2016
Tyler Johnson,Frederik Andersen,2016,2016
Ondrej Palat,Frederik Andersen,2016,2016
Auston Matthews,Andrei Vasilevskiy,2016,2016
Cedric Paquette,Garret Sparks,2016,2018
Cedric Paquette,Garret Sparks,2016,2018
Connor Brown,Andrei Vasilevskiy,2016,2016
Dustin Brown,Ryan Miller,2016,2016
Daniel Sprong,Jonathan Quick,2017,2016
Kyle Clifford,Ryan Miller,2016,2016
Carl Grundstrom,Ryan Miller,2018,2016
Jakob Silfverberg,Jonathan Quick,2016,2016
Ryan Pulock,Sergei Bobrovsky,2017,2016
Chris Tierney,Brian Elliott,2016,2016
Oskar Lindblom,Craig Anderson,2017,2016
Michael Raffl,Craig Anderson,2016,2016
Scott Laughton,Craig Anderson,2017,2016
Filip Chlapik,Brian Elliott,2017,2016
Barclay Goodrow,Devan Dubnyk,2017,2016
Tomas Hertl,Devan Dubnyk,2016,2016
Logan Couture,Devan Dubnyk,2016,2016
Dougie Hamilton,Philipp Grubauer,2016,2016
Andrei Svechnikov,Philipp Grubauer,2018,2016
Connor McDavid,Alexandar Georgiev,2016,2017
Matt Benning,Alexandar Georgiev,2016,2017
Brendan Lemieux,Mikko Koskinen,2017,2018
Brett Howden,Mikko Koskinen,2018,2018
Leon Draisaitl,Alexandar Georgiev,2016,2017
Richard Panik,Corey Crawford,2016,2016
Brendan Perlini,Darcy Kuemper,2016,2016
Brandon Saad,Darcy Kuemper,2016,2016
Brendan Perlini,Darcy Kuemper,2016,2016
Chris Kunitz,Darcy Kuemper,2016,2016
Patrick Kane,Calvin Pickard,2016,2016
Jonathan Toews,Calvin Pickard,2016,2016
Brendan Perlini,Calvin Pickard,2016,2016
Roope Hintz,Linus Ullmark,2018,2016
Roope Hintz,Linus Ullmark,2018,2016
Max Domi,Jonathan Bernier,2016,2016
Brett Kulak,Jonathan Bernier,2017,2016
Andreas Athanasiou,Carey Price,2016,2016
Richard Panik,Jordan Binnington,2016,2018
Vinnie Hinostroza,Jordan Binnington,2016,2018
Jaden Schwartz,Darcy Kuemper,2016,2016
Patrice Bergeron,Sergei Bobrovsky,2016,2016
Josh Anderson,Tuukka Rask,2016,2016
Ryan Dzingel,Tuukka Rask,2016,2016
Boone Jenner,Tuukka Rask,2016,2016
Matt Duchene,Tuukka Rask,2016,2016
Boone Jenner,Tuukka Rask,2016,2016
Brad Marchand,Sergei Bobrovsky,2016,2016
Chris Wagner,Sergei Bobrovsky,2016,2016
Brad Marchand,Sergei Bobrovsky,2016,2016
Zach Werenski,Jaroslav Halak,2016,2016
Jakub Vrana,Matt Murray,2016,2016
Jakub Vrana,Matt Murray,2016,2016
Jake Guentzel,Braden Holtby,2016,2016
Sidney Crosby,Braden Holtby,2016,2016
Sidney Crosby,Braden Holtby,2016,2016
Phil Kessel,Braden Holtby,2016,2016
John Carlson,Matt Murray,2016,2016
Johnny Gaudreau,Mackenzie Blackwood,2016,2018
Blake Coleman,David Rittich,2016,2016
Kyle Palmieri,David Rittich,2016,2016
Kenny Agostino,David Rittich,2016,2016
Sam Bennett,Mackenzie Blackwood,2016,2018
Elias Lindholm,Mackenzie Blackwood,2016,2018
Travis Zajac,David Rittich,2016,2016
Derek Ryan,Mackenzie Blackwood,2016,2018
Johnny Gaudreau,Mackenzie Blackwood,2016,2018
Derek Ryan,Mackenzie Blackwood,2016,2018
Johnny Gaudreau,Mackenzie Blackwood,2016,2018
Sean Monahan,Mackenzie Blackwood,2016,2018
Matthew Tkachuk,Mackenzie Blackwood,2016,2018
Duncan Keith,Frederik Andersen,2016,2016
Brendan Perlini,Frederik Andersen,2016,2016
Dominik Kahun,Frederik Andersen,2018,2016
Brandon Saad,Frederik Andersen,2016,2016
Alex DeBrincat,Garret Sparks,2017,2018
Andreas Johnsson,Corey Crawford,2017,2016
Auston Matthews,Collin Delia,2016,2017
Morgan Rielly,Collin Delia,2016,2017
John Tavares,Collin Delia,2016,2017
Marc-Edouard Vlasic,Connor Hellebuyck,2016,2016
Andrew Copp,Aaron Dell,2016,2016
Bryan Little,Aaron Dell,2016,2016
Gustav Nyquist,Connor Hellebuyck,2016,2016
Kyle Connor,Aaron Dell,2016,2016
Gustav Nyquist,Connor Hellebuyck,2016,2016
Marcus Sorensen,Connor Hellebuyck,2016,2016
Mathieu Perreault,Aaron Dell,2016,2016
Joe Pavelski,Connor Hellebuyck,2016,2016
Ryan Getzlaf,Pekka Rinne,2016,2016
Jakob Silfverberg,Pekka Rinne,2016,2016
Daniel Sprong,Pekka Rinne,2017,2016
Filip Forsberg,John Gibson,2016,2016
Filip Forsberg,John Gibson,2016,2016
Kenny Agostino,Mikko Koskinen,2016,2018
Sam Gagner,Cory Schneider,2016,2016
Alex Chiasson,Cory Schneider,2016,2016
Travis Zajac,Mikko Koskinen,2016,2018
Damon Severson,Mikko Koskinen,2016,2018
John Quenneville,Mikko Koskinen,2016,2018
Kevin Rooney,Anthony Stolarz,2018,2016
Matt Benning,Cory Schneider,2016,2016
Blake Coleman,Anthony Stolarz,2016,2016
Adam Pelech,Carey Price,2016,2016
Jordie Benn,Thomas Greiss,2016,2016
Anders Lee,Carey Price,2016,2016
Phil Kessel,Carter Hutton,2016,2016
Brian Dumoulin,Carter Hutton,2016,2016
Patric Hornqvist,Carter Hutton,2016,2016
Nick Bjugstad,Carter Hutton,2016,2016
Jake Guentzel,Carter Hutton,2016,2016
Brock Boeser,Henrik Lundqvist,2016,2016
Tyler Motte,Henrik Lundqvist,2016,2016
Tyler Motte,Henrik Lundqvist,2016,2016
Pavel Buchnevich,Jacob Markstrom,2016,2016
Christian Wolanin,Jake Allen,2017,2016
Brett Connolly,Carter Hart,2016,2018
Lars Eller,Carter Hart,2016,2018
James van Riemsdyk,Braden Holtby,2016,2016
Brett Connolly,Carter Hart,2016,2018
Tom Wilson,Carter Hart,2016,2018
Scott Laughton,Braden Holtby,2017,2016
Radek Faksa,Devan Dubnyk,2016,2016
Roope Hintz,Devan Dubnyk,2018,2016
Joel L'Esperance,Devan Dubnyk,2018,2016
Jason Zucker,Anton Khudobin,2016,2016
Viktor Arvidsson,Jonathan Quick,2016,2016
Austin Wagner,Pekka Rinne,2018,2016
Craig Smith,Jonathan Quick,2016,2016
Colton Sissons,Jonathan Quick,2016,2016
Blake Wheeler,Tuukka Rask,2016,2016
Mark Scheifele,Tuukka Rask,2016,2016
Charlie McAvoy,Connor Hellebuyck,2017,2016
Joakim Nordstrom,Connor Hellebuyck,2016,2016
Jacob Trouba,Tuukka Rask,2016,2016
Nikolaj Ehlers,Tuukka Rask,2016,2016
Charlie Coyle,Connor Hellebuyck,2016,2016
Madison Bowey,Andrei Vasilevskiy,2018,2016
Darren Helm,Andrei Vasilevskiy,2016,2016
Justin Abdelkader,Andrei Vasilevskiy,2016,2016
Steven Stamkos,Jimmy Howard,2016,2016
Brayden Point,Jimmy Howard,2016,2016
Nikita Kucherov,Jimmy Howard,2016,2016
Tyler Johnson,Jimmy Howard,2016,2016
Nikita Kucherov,Jimmy Howard,2016,2016
Michael Rasmussen,Andrei Vasilevskiy,2018,2016
Oliver Ekman-Larsson,Ryan Miller,2016,2016
Jason Demers,Ryan Miller,2016,2016
Jakob Silfverberg,Darcy Kuemper,2016,2016
Vinnie Hinostroza,Ryan Miller,2016,2016
Vinnie Hinostroza,Ryan Miller,2016,2016
Vinnie Hinostroza,Ryan Miller,2016,2016
Mario Kempe,Ryan Miller,2017,2016
Nathan MacKinnon,John Gibson,2016,2016
Mikko Rantanen,John Gibson,2016,2016
Corey Perry,Semyon Varlamov,2016,2016
Ryan Getzlaf,Semyon Varlamov,2016,2016
Daniel Sprong,Semyon Varlamov,2017,2016
Sven Andrighetto,John Gibson,2016,2016
Corey Perry,Semyon Varlamov,2016,2016
Adam McQuaid,Petr Mrazek,2016,2016
David Savard,Petr Mrazek,2016,2016
Jakub Voracek,Frederik Andersen,2016,2016
Patrick Marleau,Brian Elliott,1997,2016
James van Riemsdyk,Frederik Andersen,2016,2016
James van Riemsdyk,Frederik Andersen,2016,2016
Zach Hyman,Brian Elliott,2016,2016
Radko Gudas,Frederik Andersen,2016,2016
Shayne Gostisbehere,Frederik Andersen,2016,2016
Jake Muzzin,Brian Elliott,2016,2016
Jake Muzzin,Brian Elliott,2016,2016
Martin Marincin,Brian Elliott,2016,2016
Auston Matthews,Brian Elliott,2016,2016
Auston Matthews,Brian Elliott,2016,2016
James van Riemsdyk,Frederik Andersen,2016,2016
Melker Karlsson,Samuel Montembeault,2016,2018
Jamie McGinn,Martin Jones,2016,2016
Kevin Labanc,Samuel Montembeault,2016,2018
Dryden Hunt,Martin Jones,2018,2016
Mike Hoffman,Martin Jones,2016,2016
Frank Vatrano,Martin Jones,2016,2016
Max Pacioretty,Anton Khudobin,2016,2016
Roope Hintz,Marc-Andre Fleury,2018,2016
Ryan Reaves,Anton Khudobin,2016,2016
Oskar Sundqvist,Matt Murray,2017,2016
Vince Dunn,Matt Murray,2017,2016
Patrick Maroon,Matt Murray,2016,2016
Jay Bouwmeester,Matt Murray,2016,2016
Dominik Simon,Jordan Binnington,2017,2018
Vince Dunn,Casey DeSmith,2017,2017
Johnny Gaudreau,Alexandar Georgiev,2016,2017
Neal Pionk,David Rittich,2017,2016
Matthew Tkachuk,Alexandar Georgiev,2016,2017
Garnet Hathaway,Alexandar Georgiev,2016,2017
Michael Frolik,Alexandar Georgiev,2016,2017
Matthew Tkachuk,Alexandar Georgiev,2016,2017
Elias Pettersson,Mackenzie Blackwood,2018,2018
Tanner Pearson,Mackenzie Blackwood,2016,2018
Kevin Rooney,Jacob Markstrom,2018,2016
Stefan Noesen,Jacob Markstrom,2016,2016
Elias Pettersson,Mackenzie Blackwood,2018,2018
Drew Stafford,Jacob Markstrom,2016,2016
Damon Severson,Jacob Markstrom,2016,2016
Andreas Athanasiou,Thomas Greiss,2016,2016
Anders Lee,Jonathan Bernier,2016,2016
Andreas Athanasiou,Thomas Greiss,2016,2016
Mike Hoffman,Jonathan Quick,2016,2016
Dustin Brown,Samuel Montembeault,2016,2018
Evgenii Dadonov,Jonathan Quick,2017,2016
Brendan Leipsic,Samuel Montembeault,2017,2018
Anze Kopitar,Samuel Montembeault,2016,2018
Evgenii Dadonov,Jonathan Quick,2017,2016
Jonathan Huberdeau,Jonathan Quick,2016,2016
Connor Murphy,Carey Price,2016,2016
Brendan Perlini,Carey Price,2016,2016
Patrice Bergeron,Joonas Korpisalo,2016,2016
Matt Duchene,Jaroslav Halak,2016,2016
Brad Marchand,Joonas Korpisalo,2016,2016
Tyler Johnson,Braden Holtby,2016,2016
Alex Killorn,Braden Holtby,2016,2016
John Carlson,Andrei Vasilevskiy,2016,2016
Alex Killorn,Braden Holtby,2016,2016
Alex Ovechkin,Andrei Vasilevskiy,2016,2016
Erik Cernak,Braden Holtby,2018,2016
Alex Ovechkin,Andrei Vasilevskiy,2016,2016
Cody Ceci,Garret Sparks,2016,2018
Brian Gibbons,Garret Sparks,2017,2018
Morgan Rielly,Anders Nilsson,2016,2016
Magnus Paajarvi,Garret Sparks,2016,2018
Magnus Paajarvi,Garret Sparks,2016,2018
John Tavares,Anders Nilsson,2016,2016
Anthony Duclair,Garret Sparks,2016,2018
Oscar Lindberg,Garret Sparks,2016,2018
Mark Scheifele,Mike Smith,2016,2016
Mark Jankowski,Connor Hellebuyck,2017,2016
Mathieu Perreault,Mike Smith,2016,2016
Jeff Skinner,Curtis McElhinney,2016,2016
Lucas Wallmark,Linus Ullmark,2017,2016
Andrei Svechnikov,Linus Ullmark,2018,2016
Justin Williams,Linus Ullmark,2016,2016
Jordan Staal,Linus Ullmark,2016,2016
Zemgus Girgensons,Curtis McElhinney,2016,2016
Ryan Donato,Henrik Lundqvist,2017,2016
Mika Zibanejad,Devan Dubnyk,2016,2016
Ryan Donato,Henrik Lundqvist,2017,2016
Eric Staal,Henrik Lundqvist,2016,2016
Jared Spurgeon,Henrik Lundqvist,2016,2016
Pavel Buchnevich,Devan Dubnyk,2016,2016
Johan Larsson,Jake Allen,2016,2016
Patrick Maroon,Carter Hutton,2016,2016
Evan Rodrigues,Jake Allen,2016,2016
Conor Sheary,Jake Allen,2016,2016
David Perron,Carter Hutton,2016,2016
Brayden Schenn,Carter Hutton,2016,2016
Jack Eichel,Jake Allen,2016,2016
Tyler Bozak,Carter Hutton,2016,2016
Sam Reinhart,Jake Allen,2016,2016
Jordan Eberle,Alex Stalock,2016,2016
Zach Parise,Thomas Greiss,2016,2016
Anders Lee,Alex Stalock,2016,2016
Jared Spurgeon,Thomas Greiss,2016,2016
Brock Nelson,Alex Stalock,2016,2016
Colton Sissons,Martin Jones,2016,2016
Timo Meier,Juuse Saros,2016,2016
Viktor Arvidsson,Martin Jones,2016,2016
Joe Thornton,Juuse Saros,1997,2016
Filip Forsberg,Martin Jones,2016,2016
Connor McDavid,Darcy Kuemper,2016,2016
Alex Galchenyuk,Mikko Koskinen,2016,2018
Matt Benning,Darcy Kuemper,2016,2016
Alex Galchenyuk,Mikko Koskinen,2016,2018
Connor McDavid,Darcy Kuemper,2016,2016
Mark Stone,Mikko Koskinen,2016,2018
Ryan Nugent-Hopkins,Malcolm Subban,2016,2016
Cody Eakin,Mikko Koskinen,2016,2018
Leon Draisaitl,Malcolm Subban,2016,2016
Jonathan Marchessault,Mikko Koskinen,2016,2018
Jonathan Marchessault,Mikko Koskinen,2016,2018
Kris Russell,Malcolm Subban,2016,2016
Brayden McNabb,Mikko Koskinen,2016,2018
Alex Tuch,Mikko Koskinen,2017,2018
Tyson Barrie,Cory Schneider,2016,2016
Tyson Barrie,Cory Schneider,2016,2016
Teddy Blueger,Carter Hart,2018,2018
James van Riemsdyk,Matt Murray,2016,2016
Sean Couturier,Matt Murray,2016,2016
Devin Shore,Samuel Montembeault,2016,2018
Evgenii Dadonov,John Gibson,2017,2016
Adam Henrique,Samuel Montembeault,2016,2018
Aaron Ekblad,John Gibson,2016,2016
Jakob Silfverberg,Samuel Montembeault,2016,2018
Tim Schaller,Anton Khudobin,2016,2016
Tim Schaller,Anton Khudobin,2016,2016
Jamie Benn,Jacob Markstrom,2016,2016
Taylor Fedun,Jacob Markstrom,2018,2016
Josh Leivo,Anton Khudobin,2016,2016
Jonathan Toews,Thatcher Demko,2016,2017
Alexander Edler,Corey Crawford,2016,2016
Markus Granlund,Corey Crawford,2016,2016
Erik Gustafsson,Thatcher Demko,2017,2017
Bo Horvat,Corey Crawford,2016,2016
Clayton Keller,Andrei Vasilevskiy,2017,2016
Steven Stamkos,Darcy Kuemper,2016,2016
Victor Hedman,Darcy Kuemper,2016,2016
Kevin Hayes,Jack Campbell,2016,2017
Kyle Connor,Jack Campbell,2016,2017
Sean Walker,Laurent Brossoit,2018,2016
Dustin Brown,Laurent Brossoit,2016,2016
Tyler Myers,Jack Campbell,2016,2017
Logan Couture,Malcolm Subban,2016,2016
William Karlsson,Martin Jones,2016,2016
Mark Stone,Martin Jones,2016,2016
Joe Thornton,Malcolm Subban,1997,2016
Jonathan Marchessault,Martin Jones,2016,2016
Paul Stastny,Aaron Dell,2016,2016
Reilly Smith,Aaron Dell,2016,2016
Logan Couture,Malcolm Subban,2016,2016
Cody Eakin,Aaron Dell,2016,2016
Andre Burakovsky,Mackenzie Blackwood,2016,2018
Kenny Agostino,Pheonix Copley,2016,2016
Brett Connolly,Mackenzie Blackwood,2016,2018
Evgeny Kuznetsov,Mackenzie Blackwood,2016,2018
Tom Wilson,Mackenzie Blackwood,2016,2018
Frans Nielsen,Henrik Lundqvist,2016,2016
Andreas Athanasiou,Henrik Lundqvist,2016,2016
Ryan Strome,Jimmy Howard,2016,2016
Brendan Smith,Jimmy Howard,2016,2016
Brendan Gallagher,Carter Hart,2016,2018
Shea Weber,Carter Hart,2016,2018
Sean Couturier,Carey Price,2016,2016
Sean Kuraly,Robin Lehner,2017,2016
Noel Acciari,Robin Lehner,2016,2016
Sean Kuraly,Robin Lehner,2017,2016
Patrice Bergeron,Robin Lehner,2016,2016
Jake DeBrusk,Robin Lehner,2017,2016
Brock McGinn,Matt Murray,2016,2016
Jake Guentzel,Petr Mrazek,2016,2016
Kris Letang,Petr Mrazek,2016,2016
Justin Williams,Matt Murray,2016,2016
Dougie Hamilton,Matt Murray,2016,2016
Jaden Schwartz,Mikko Koskinen,2016,2018
Alex Pietrangelo,Mikko Koskinen,2016,2018
Jaden Schwartz,Mikko Koskinen,2016,2018
David Perron,Anthony Stolarz,2016,2016
Ryan Nugent-Hopkins,Jordan Binnington,2016,2018
Zack Kassian,Jordan Binnington,2016,2018
David Perron,Anthony Stolarz,2016,2016
Patrick Maroon,Anthony Stolarz,2016,2016
Jaden Schwartz,Anthony Stolarz,2016,2016
Aleksander Barkov,Ben Bishop,2016,2016
Jamie Benn,Samuel Montembeault,2016,2018
John Klingberg,Samuel Montembeault,2016,2018
Aleksander Barkov,Ben Bishop,2016,2016
Alexander Radulov,Samuel Montembeault,2016,2018
Brian Boyle,Frederik Andersen,2016,2016
Wayne Simmonds,Frederik Andersen,2016,2016
Zach Werenski,David Rittich,2016,2016
Johnny Gaudreau,Sergei Bobrovsky,2016,2016
Andrew Mangiapane,Sergei Bobrovsky,2018,2016
Michael Frolik,Sergei Bobrovsky,2016,2016
Oliver Bjorkstrand,David Rittich,2016,2016
Casey Mittelstadt,Garret Sparks,2017,2018
Auston Matthews,Carter Hutton,2016,2016
John Tavares,Carter Hutton,2016,2016
Mitch Marner,Carter Hutton,2016,2016
Alex Nylander,Garret Sparks,2017,2018
Tyson Barrie,Devan Dubnyk,2016,2016
Zach Parise,Philipp Grubauer,2016,2016
Tyson Jost,Devan Dubnyk,2016,2016
Mark Scheifele,John Gibson,2016,2016
Kyle Connor,John Gibson,2016,2016
Nikolaj Ehlers,John Gibson,2016,2016
Michael Grabner,Roberto Luongo,2016,2016
Aleksander Barkov,Darcy Kuemper,2016,2016
Mike Hoffman,Darcy Kuemper,2016,2016
MacKenzie Weegar,Darcy Kuemper,2017,2016
Brad Richardson,Roberto Luongo,2016,2016
Lars Eller,Andrei Vasilevskiy,2016,2016
Nikita Kucherov,Braden Holtby,2016,2016
Steven Stamkos,Braden Holtby,2016,2016
Anthony Cirelli,Braden Holtby,2017,2016
Carl Hagelin,Andrei Vasilevskiy,2016,2016
T.J. Oshie,Andrei Vasilevskiy,2016,2016
Nikita Kucherov,Braden Holtby,2016,2016
Evgeny Kuznetsov,Andrei Vasilevskiy,2016,2016
Victor Hedman,Braden Holtby,2016,2016
Bo Horvat,Anders Nilsson,2016,2016
Tanner Pearson,Anders Nilsson,2016,2016
Jake Virtanen,Anders Nilsson,2017,2016
Brock Boeser,Anders Nilsson,2016,2016
Tanner Pearson,Anders Nilsson,2016,2016
Max Veronneau,Jacob Markstrom,2018,2016
Brady Tkachuk,Jacob Markstrom,2018,2016
Oscar Lindberg,Jacob Markstrom,2016,2016
Anthony Duclair,Jacob Markstrom,2016,2016
Bo Horvat,Anders Nilsson,2016,2016
Patrice Bergeron,Cory Schneider,2016,2016
David Pastrnak,Cory Schneider,2016,2016
Drew Stafford,Tuukka Rask,2016,2016
Danton Heinen,Cory Schneider,2017,2016
David Backes,Cory Schneider,2016,2016
Steven Stamkos,Curtis McElhinney,2016,2016
Nino Niederreiter,Louis Domingue,2016,2016
Dougie Hamilton,Louis Domingue,2016,2016
Tyler Johnson,Curtis McElhinney,2016,2016
Jordan Staal,Louis Domingue,2016,2016
Anthony Cirelli,Curtis McElhinney,2017,2016
Ryan Callahan,Curtis McElhinney,2016,2016
Brayden Point,Curtis McElhinney,2016,2016
Joel Armia,Thomas Greiss,2016,2016
Shea Weber,Thomas Greiss,2016,2016
Jonathan Drouin,Thomas Greiss,2016,2016
Jordan Weal,Thomas Greiss,2016,2016
Thomas Vanek,Jordan Binnington,2016,2018
Oskar Sundqvist,Jonathan Bernier,2017,2016
Ivan Barbashev,Jonathan Bernier,2016,2016
Ivan Barbashev,Jonathan Bernier,2016,2016
Thomas Vanek,Jordan Binnington,2016,2018
Patrick Maroon,Jonathan Bernier,2016,2016
Bryan Rust,Pekka Rinne,2016,2016
Ryan Ellis,Matt Murray,2016,2016
Sidney Crosby,Pekka Rinne,2016,2016
Erik Gustafsson,Carter Hart,2017,2018
Corban Knight,Corey Crawford,2018,2016
James van Riemsdyk,Corey Crawford,2016,2016
David Savard,Mikko Koskinen,2016,2018
Kyle Brodziak,Joonas Korpisalo,2016,2016
Zack Kassian,Joonas Korpisalo,2016,2016
Connor McDavid,Joonas Korpisalo,2016,2016
Ryan Nugent-Hopkins,Joonas Korpisalo,2016,2016
Erik Johnson,Ben Bishop,2016,2016
Tyson Barrie,Ben Bishop,2016,2016
Tyler Seguin,Philipp Grubauer,2016,2016
Dylan DeMelo,Mike Smith,2016,2016
Mark Giordano,Craig Anderson,2016,2016
Garnet Hathaway,Craig Anderson,2016,2016
Andrew Mangiapane,Craig Anderson,2018,2016
Mikael Backlund,Craig Anderson,2016,2016
Matthew Tkachuk,Craig Anderson,2016,2016
Dustin Brown,Martin Jones,2016,2016
Barclay Goodrow,Jonathan Quick,2017,2016
Tomas Hertl,Jonathan Quick,2016,2016
Matt Roy,Martin Jones,2018,2016
Anze Kopitar,Martin Jones,2016,2016
William Karlsson,Laurent Brossoit,2016,2016
Reilly Smith,Laurent Brossoit,2016,2016
Tomas Nosek,Laurent Brossoit,2016,2016
Reilly Smith,Connor Hellebuyck,2016,2016
William Karlsson,Connor Hellebuyck,2016,2016
Jordan Greenway,Braden Holtby,2018,2016
Brett Connolly,Devan Dubnyk,2016,2016
Luke Kunin,Braden Holtby,2017,2016
Robert Hagg,Robin Lehner,2017,2016
Brock Nelson,Carter Hart,2016,2018
Nick Leddy,Carter Hart,2016,2018
Shayne Gostisbehere,Robin Lehner,2016,2016
Josh Bailey,Carter Hart,2016,2018
Josh Bailey,Carter Hart,2016,2018
J.T. Compher,Corey Crawford,2016,2016
Jonathan Toews,Philipp Grubauer,2016,2016
Colin Wilson,Corey Crawford,2016,2016
Sven Andrighetto,Corey Crawford,2016,2016
Erik Gustafsson,Philipp Grubauer,2017,2016
Oliver Ekman-Larsson,Mackenzie Blackwood,2016,2018
Drew Stafford,Darcy Kuemper,2016,2016
Blake Coleman,Darcy Kuemper,2016,2016
Conor Garland,Mackenzie Blackwood,2018,2018
Pavel Zacha,Darcy Kuemper,2016,2016
Brady Tkachuk,Mikko Koskinen,2018,2018
Alex Chiasson,Craig Anderson,2016,2016
Bobby Ryan,Mikko Koskinen,2016,2018
Connor McDavid,Craig Anderson,2016,2016
Brian Gibbons,Mikko Koskinen,2017,2018
Colby Cave,Craig Anderson,2018,2016
Brady Tkachuk,Mikko Koskinen,2018,2018
